business_key;business_id;status;effective_from;effective_till
7655218;1796;S;'2018-04-27 13:28:35.717';'2018-05-03 12:47:58.034'
7658050;1796;T;'2018-05-03 12:47:58.034';'2018-06-14 10:03:11.993'
7721336;1796;E;'2018-06-14 10:03:11.993';'2018-06-28 10:07:10.866'
9101702;1796;F;'2020-01-27 03:18:44.470';
9101703;1797;F;'2020-01-27 03:18:46.625';
7656100;1798;S;'2018-04-28 09:17:28.000';'2020-02-10 02:05:42.224'
9162118;1798;S;'2020-02-10 02:05:42.224';
7656138;1799;S;'2018-04-28 12:47:53.411';'2020-01-27 03:18:50.834'
9101704;1799;S;'2020-01-27 03:18:50.834';
7656341;1800;T;'2018-04-28 23:34:33.569';'2018-06-14 10:03:11.623'
7744239;1800;F;'2018-06-28 10:48:17.911';'2020-01-27 03:18:52.836'
7656502;1801;T;'2018-04-29 11:37:26.422';'2018-06-14 10:03:11.551'
7721324;1801;E;'2018-06-14 10:03:11.551';'2018-06-28 10:07:10.451'
7743741;1801;F;'2018-06-28 10:07:10.451';'2018-06-28 10:48:17.690'
7744230;1801;F;'2018-06-28 10:48:17.690';'2020-01-27 03:18:54.856'
9101706;1801;F;'2020-01-27 03:18:54.856';
7656534;1802;S;'2018-04-29 12:54:45.044';'2018-04-29 13:00:06.240'
7656536;1802;T;'2018-04-29 13:00:06.240';'2018-06-14 10:03:10.925'
7744207;1802;F;'2018-06-28 10:48:17.114';'2020-01-27 03:18:56.940'
9101707;1802;F;'2020-01-27 03:18:56.940';
7656554;1803;T;'2018-04-29 14:11:54.977';'2018-06-14 10:03:01.624'
7743635;1803;F;'2018-06-28 10:07:06.873';'2018-06-28 10:48:15.282'
9101709;1803;F;'2020-01-27 03:18:59.160';
7682106;1805;F;'2018-05-24 16:45:54.343';'2020-01-27 03:19:03.880'
9101711;1805;F;'2020-01-27 03:19:03.880';
7721318;1806;E;'2018-06-14 10:03:11.336';'2018-06-28 10:07:10.351'
7744372;1806;F;'2018-06-28 10:48:21.055';'2020-01-27 03:19:05.890'
9101712;1806;F;'2020-01-27 03:19:05.890';
7682721;1807;P;'2018-05-25 12:57:17.519';'2018-12-29 10:34:19.243'
8981877;1807;O;'2019-12-12 11:27:56.806';'2019-12-13 16:21:11.113'
8984918;1807;P;'2019-12-13 16:21:11.113';'2020-02-13 02:00:48.632'
7721050;1809;E;'2018-06-14 10:03:01.087';'2018-06-28 10:07:06.652'
7743628;1809;F;'2018-06-28 10:07:06.652';'2018-06-28 10:48:15.187'
7744127;1809;F;'2018-06-28 10:48:15.187';'2020-01-27 03:19:10.008'
9101714;1809;F;'2020-01-27 03:19:10.008';
7657893;1811;T;'2018-05-01 00:58:03.540';'2018-06-05 11:20:14.467'
7702304;1811;F;'2018-06-05 11:20:14.467';'2020-01-27 03:19:14.185'
9101717;1811;F;'2020-01-27 03:19:14.185';
7658031;1812;T;'2018-05-01 09:28:08.082';'2018-06-14 10:03:10.186'
7744184;1812;F;'2018-06-28 10:48:16.532';'2020-01-27 03:19:16.625'
7721236;1813;E;'2018-06-14 10:03:08.198';'2018-06-28 10:07:03.061'
7743526;1813;F;'2018-06-28 10:07:03.061';'2018-06-28 10:48:16.987'
7744202;1813;F;'2018-06-28 10:48:16.987';'2020-01-27 03:19:18.703'
7658089;1814;T;'2018-05-01 14:16:35.975';'2018-06-14 10:03:10.513'
7721297;1814;E;'2018-06-14 10:03:10.513';'2018-06-28 10:07:04.832'
7744262;1814;F;'2018-06-28 10:48:18.481';'2020-01-27 03:19:21.090'
7670753;1815;F;'2018-05-17 22:37:57.543';'2020-01-27 03:19:23.402'
7658147;1816;T;'2018-05-01 16:23:33.035';'2018-06-14 10:03:07.556'
7721219;1816;E;'2018-06-14 10:03:07.556';'2018-06-28 10:07:02.589'
7743512;1816;F;'2018-06-28 10:07:02.589';'2018-06-28 10:48:16.600'
9162106;1816;F;'2020-02-10 02:05:39.258';
7658184;1817;T;'2018-05-01 16:44:18.273';'2018-06-14 10:03:07.443'
7743503;1817;F;'2018-06-28 10:07:02.271';'2018-06-28 10:48:16.270'
7744173;1817;F;'2018-06-28 10:48:16.270';'2020-01-27 03:19:27.722'
7665918;1818;F;'2018-05-13 20:47:55.233';'2020-02-10 02:05:38.858'
7682703;1819;E;'2018-05-25 12:29:52.118';'2018-05-29 12:29:15.653'
7696335;1819;F;'2018-05-29 12:29:15.653';'2018-06-10 19:48:10.043'
7657263;1820;S;'2018-05-01 21:56:22.478';'2020-01-27 03:19:34.312'
7658352;1822;T;'2018-05-02 00:49:27.639';'2018-06-14 10:03:12.618'
7721353;1822;E;'2018-06-14 10:03:12.618';'2018-06-28 10:07:11.414'
9101729;1822;F;'2020-01-27 03:19:38.894';
7743466;1823;F;'2018-06-28 10:07:00.954';'2018-06-28 10:48:13.843'
7721195;1824;E;'2018-06-14 10:03:06.648';'2018-06-28 10:07:00.919'
7743465;1824;F;'2018-06-28 10:07:00.919';'2018-06-28 10:48:13.820'
9101730;1824;F;'2020-01-27 03:19:43.167';
7659339;1825;T;'2018-05-03 17:13:59.615';'2018-06-14 10:03:06.522'
7721192;1825;E;'2018-06-14 10:03:06.522';'2018-06-28 10:07:00.774'
7743461;1825;F;'2018-06-28 10:07:00.774';'2018-06-28 10:48:14.375'
9101732;1825;F;'2020-01-27 03:19:45.310';
7721379;1826;E;'2018-06-14 10:03:13.603';'2018-06-28 10:07:12.163'
7743791;1826;F;'2018-06-28 10:07:12.163';'2018-06-28 10:48:21.675'
7743626;1827;F;'2018-06-28 10:07:06.587';'2018-06-28 10:48:19.575'
9101734;1827;F;'2020-01-27 03:19:49.312';
7659764;1828;T;'2018-05-06 12:17:18.984';'2018-06-06 16:17:08.232'
7703641;1828;F;'2018-06-06 16:17:08.232';'2020-01-27 03:19:51.768'
9101735;1828;F;'2020-01-27 03:19:51.768';
7721186;1829;E;'2018-06-14 10:03:06.301';'2018-06-28 10:07:00.577'
9101736;1829;F;'2020-01-27 03:19:53.997';
7660098;1830;T;'2018-05-06 13:59:20.990';'2018-06-14 10:03:06.004'
7721178;1830;E;'2018-06-14 10:03:06.004';'2018-06-28 10:07:09.750'
7744363;1830;F;'2018-06-28 10:48:20.834';'2020-02-10 02:05:36.920'
7782343;1831;F;'2018-07-26 02:12:34.718';'2018-08-02 02:00:00.000'
7803952;1831;L;'2018-09-03 02:00:00.000';'2018-12-26 17:00:00.758'
7969938;1831;L;'2018-12-26 17:00:00.758';'2020-02-03 03:28:52.046'
7660663;1832;T;'2018-05-07 11:27:24.791';'2018-06-14 10:03:07.890'
7743518;1832;F;'2018-06-28 10:07:02.794';'2018-07-01 08:48:11.715'
7751132;1832;F;'2018-07-01 08:48:11.715';'2020-01-27 03:19:58.470'
9101738;1832;F;'2020-01-27 03:19:58.470';
7661053;1833;S;'2018-05-07 20:56:29.713';'2018-05-07 21:21:29.979'
7661063;1833;T;'2018-05-07 21:21:29.979';'2018-05-08 20:20:59.807'
7661414;1834;T;'2018-05-08 09:50:14.713';'2018-06-14 10:03:07.774'
7721225;1834;E;'2018-06-14 10:03:07.774';'2018-06-28 10:07:02.726'
7744097;1834;F;'2018-06-28 10:48:14.468';'2020-01-27 03:20:02.907'
9101740;1834;F;'2020-01-27 03:20:02.907';
7661609;1835;T;'2018-05-08 15:44:04.218';'2018-05-25 12:34:14.461'
9162088;1835;F;'2020-02-10 02:05:36.097';
7662018;1836;T;'2018-05-08 20:41:40.486';'2018-06-14 10:03:04.824'
7744353;1836;F;'2018-06-28 10:48:20.607';'2020-02-10 02:05:35.830'
9162085;1836;F;'2020-02-10 02:05:35.830';
7721137;1837;E;'2018-06-14 10:03:04.441';'2018-06-28 10:07:08.681'
9162083;1837;F;'2020-02-10 02:05:35.562';
7662152;1838;S;'2018-05-09 00:19:48.903';'2018-05-09 01:00:07.617'
7662169;1838;T;'2018-05-09 01:00:07.617';'2018-06-14 10:03:03.993'
7721127;1838;E;'2018-06-14 10:03:03.993';'2018-06-28 10:07:00.047'
7743440;1838;F;'2018-06-28 10:07:00.047';'2018-06-28 10:48:13.048'
9101741;1838;F;'2020-01-27 03:20:11.744';
7721302;1839;E;'2018-06-14 10:03:10.696';'2018-06-28 10:07:03.631'
7743543;1839;F;'2018-06-28 10:07:03.631';'2018-06-28 10:48:17.445'
7707400;1840;F;'2018-06-07 17:48:09.869';'2020-02-10 02:05:35.007'
7743438;1841;F;'2018-06-28 10:06:59.965';'2018-06-28 10:48:13.003'
7744036;1841;F;'2018-06-28 10:48:13.003';'2020-01-27 03:20:18.288'
7721036;1843;E;'2018-06-14 10:03:00.540';'2018-06-28 10:07:06.258'
7743617;1843;F;'2018-06-28 10:07:06.258';'2018-06-28 10:48:19.390'
9101745;1843;F;'2020-01-27 03:20:22.833';
9101746;1844;S;'2020-01-27 03:20:25.152';
7664206;1845;F;'2018-05-11 00:23:07.527';'2020-01-27 03:20:27.365'
9101747;1845;F;'2020-01-27 03:20:27.365';
7664221;1846;S;'2018-05-11 00:45:29.432';'2018-05-11 01:00:06.439'
7682079;1846;P;'2018-05-24 15:45:50.993';'2018-08-17 02:00:00.000'
9568458;1846;O;'2020-06-20 11:47:07.982';'2020-06-24 13:25:19.715'
9765133;1846;O;'2020-09-24 02:00:59.392';'2020-09-25 13:15:00.062'
9767340;1846;R;'2020-09-25 13:15:00.062';
9101749;1847;S;'2020-01-27 03:20:32.038';
7664602;1848;S;'2018-05-11 10:51:00.244';'2020-01-27 03:20:34.192'
9101750;1848;S;'2020-01-27 03:20:34.192';
7664918;1849;T;'2018-05-11 19:34:30.036';'2018-06-14 10:03:15.157'
7721420;1849;E;'2018-06-14 10:03:15.157';'2018-06-28 10:07:13.474'
7743830;1849;F;'2018-06-28 10:07:13.474';'2018-06-28 10:48:22.487'
7665055;1850;T;'2018-05-11 22:48:41.919';'2018-05-14 13:43:46.063'
7666520;1850;E;'2018-05-14 13:43:46.063';'2018-05-28 13:48:09.247'
9101752;1850;F;'2020-01-27 03:20:38.779';
7743799;1851;F;'2018-06-28 10:07:12.431';'2018-06-28 10:48:21.835'
9101753;1851;F;'2020-01-27 03:20:40.806';
9101756;1852;F;'2020-01-27 03:20:43.073';
8525594;1853;F;'2019-07-09 14:34:59.939';'2020-02-10 02:05:32.562'
7665535;1854;S;'2018-05-13 00:47:34.061';'2018-06-06 01:00:05.941'
7743502;1854;F;'2018-06-28 10:07:02.237';'2018-06-28 10:48:16.168'
7744169;1854;F;'2018-06-28 10:48:16.168';'2020-01-27 03:20:45.205'
7665775;1855;T;'2018-05-13 14:34:00.314';'2018-06-14 10:02:59.842'
7721017;1855;E;'2018-06-14 10:02:59.842';'2018-06-28 10:07:05.641'
7743600;1855;F;'2018-06-28 10:07:05.641';'2018-06-28 10:48:19.188'
9162062;1855;F;'2020-02-10 02:05:32.128';
7665868;1856;T;'2018-05-13 18:48:13.171';'2018-05-22 15:54:22.791'
7696504;1857;F;'2018-05-29 14:00:16.341';'2018-05-31 10:58:20.713'
7698255;1857;P;'2018-05-31 10:58:20.713';'2018-09-07 08:59:33.119'
7809305;1857;P;'2018-09-07 08:59:33.119';'2018-10-03 14:12:49.282'
7841322;1857;O;'2018-10-03 14:12:49.282';'2018-10-10 01:00:03.354'
7882729;1857;L;'2018-10-31 13:02:42.197';'2020-01-27 03:20:51.936'
9101759;1857;L;'2020-01-27 03:20:51.936';'2020-08-01 02:00:00.000'
9661157;1857;R;'2020-08-01 02:00:00.000';
7666643;1858;S;'2018-05-14 15:32:15.500';'2020-01-27 03:20:54.137'
9101760;1858;S;'2020-01-27 03:20:54.137';
7666946;1859;T;'2018-05-14 22:05:57.280';'2018-05-14 22:42:07.686'
7666970;1859;T;'2018-05-14 22:42:07.686';'2018-05-21 10:43:58.615'
7682642;1859;F;'2018-05-25 10:42:46.669';'2018-06-13 22:48:10.285'
7667313;1861;S;'2018-05-15 03:59:05.828';'2020-01-27 03:21:00.878'
9101764;1861;S;'2020-01-27 03:21:00.878';
7667498;1862;S;'2018-05-15 10:41:43.761';'2018-05-15 10:49:41.891'
7667499;1862;T;'2018-05-15 10:49:41.891';'2018-06-14 10:03:12.104'
7721339;1862;E;'2018-06-14 10:03:12.104';'2018-06-28 10:07:10.965'
7669456;1863;E;'2018-05-16 15:58:19.547';'2018-05-30 10:58:12.928'
7697402;1863;F;'2018-05-30 10:58:12.928';'2018-06-04 18:23:01.296'
7701684;1863;E;'2018-06-04 18:23:01.296';'2018-06-27 10:26:31.477'
7738006;1863;F;'2018-06-27 10:26:31.477';'2018-07-05 12:42:48.060'
7755637;1863;E;'2018-07-05 12:42:48.060';'2018-07-19 12:44:43.716'
7773628;1863;F;'2018-07-19 12:44:43.716';'2018-07-27 10:57:42.849'
7784083;1863;F;'2018-07-27 10:57:42.849';'2019-02-06 11:22:52.543'
8113201;1863;E;'2019-02-11 17:24:48.594';'2019-02-21 23:29:39.298'
8133309;1863;P;'2019-02-21 23:29:39.298';'2020-02-13 05:58:44.944'
9301374;1863;P;'2020-02-13 05:58:44.944';'2020-06-21 13:09:32.902'
9570223;1863;O;'2020-06-21 13:09:32.902';'2020-06-22 13:16:18.378'
7673452;1865;E;'2018-05-21 18:20:28.545';'2018-06-04 18:48:09.616'
7721100;1866;E;'2018-06-14 10:03:02.946';'2018-06-28 10:07:07.716'
7775183;1866;F;'2018-07-20 18:48:13.357';'2020-01-27 03:21:09.687'
7669633;1867;S;'2018-05-16 19:13:35.800';'2018-05-16 19:19:34.156'
7669641;1867;T;'2018-05-16 19:19:34.156';'2018-05-17 15:26:34.475'
7698309;1867;P;'2018-05-31 14:57:23.625';'2018-09-06 22:39:41.164'
7808469;1867;P;'2018-09-06 22:39:41.164';'2018-09-10 10:56:11.441'
7811987;1867;P;'2018-09-10 10:56:11.441';'2018-10-31 19:16:54.624'
7883201;1867;O;'2018-10-31 19:16:54.624';'2018-11-06 01:00:00.527'
7961125;1867;P;'2018-12-19 09:35:14.024';'2019-01-22 10:33:35.088'
8076408;1867;B;'2019-01-22 10:33:35.088';'2019-01-22 10:51:12.955'
8076429;1867;P;'2019-01-22 10:51:12.955';'2019-01-23 12:09:01.757'
8078756;1867;B;'2019-01-23 12:09:01.757';'2019-01-23 12:50:23.160'
8078793;1867;P;'2019-01-23 12:50:23.160';'2019-01-24 10:12:39.278'
8100315;1867;B;'2019-02-04 10:21:52.603';'2019-02-04 10:33:39.291'
8101647;1867;L;'2019-02-04 22:31:02.116';'2019-02-05 10:12:41.683'
8102398;1867;P;'2019-02-05 10:21:08.075';'2019-12-14 00:12:18.983'
8985744;1867;P;'2019-12-14 00:12:18.983';'2019-12-23 21:06:26.468'
9538730;1867;O;'2020-06-05 02:16:54.365';'2020-06-05 13:23:38.691'
9539455;1867;P;'2020-06-05 13:23:38.691';'2020-06-08 09:44:24.407'
7670424;1868;T;'2018-05-17 13:17:48.874';'2018-06-14 10:03:02.203'
7721080;1868;E;'2018-06-14 10:03:02.203';'2018-06-28 10:07:07.174'
7743644;1868;F;'2018-06-28 10:07:07.174';'2018-06-28 10:48:19.810'
7744319;1868;F;'2018-06-28 10:48:19.810';'2020-01-27 03:21:12.010'
7670440;1869;T;'2018-05-17 14:24:00.790';'2018-06-14 10:03:02.244'
7721081;1869;E;'2018-06-14 10:03:02.244';'2018-06-28 10:07:07.208'
7743645;1869;F;'2018-06-28 10:07:07.208';'2018-06-28 10:48:15.445'
9101772;1869;F;'2020-01-27 03:21:14.129';
9101773;1870;S;'2020-01-27 03:21:16.389';
7671516;1871;S;'2018-05-18 17:48:53.163';'2018-05-18 20:48:13.617'
7743758;1871;F;'2018-06-28 10:07:11.031';'2018-06-28 10:48:18.311'
7744255;1871;F;'2018-06-28 10:48:18.311';'2020-01-27 03:21:18.703'
9101774;1871;F;'2020-01-27 03:21:18.703';
7721368;1872;E;'2018-06-14 10:03:13.182';'2018-06-28 10:07:11.883'
7743783;1872;F;'2018-06-28 10:07:11.883';'2018-06-28 10:48:21.492'
7744291;1873;F;'2018-06-28 10:48:19.166';'2020-02-10 02:05:29.119'
9162050;1873;F;'2020-02-10 02:05:29.119';
7680951;1874;E;'2018-05-23 13:06:38.404';'2018-06-08 13:48:09.909'
7708312;1874;F;'2018-06-08 13:48:09.909';'2020-01-27 03:22:26.101'
7672177;1875;S;'2018-05-19 21:30:01.513';'2020-01-27 03:22:28.418'
7672720;1876;T;'2018-05-20 22:22:44.850';'2018-06-14 10:03:04.360'
7721135;1876;E;'2018-06-14 10:03:04.360';'2018-06-28 10:07:08.613'
7743687;1876;F;'2018-06-28 10:07:08.613';'2018-06-28 10:48:20.433'
9101788;1876;F;'2020-01-27 03:22:30.615';
7744183;1877;F;'2018-06-28 10:48:16.505';'2020-01-27 03:22:32.884'
7679543;1878;S;'2018-05-22 14:37:03.785';'2020-01-27 03:22:34.846'
9101791;1878;S;'2020-01-27 03:22:34.846';
7679773;1879;T;'2018-05-22 16:58:25.067';'2018-06-14 10:03:02.094'
7744010;1879;F;'2018-06-28 10:48:12.401';'2020-02-10 02:05:28.138'
9162045;1879;F;'2020-02-10 02:05:28.138';
7680247;1880;S;'2018-05-22 22:27:18.017';'2019-10-15 15:44:44.130'
8782793;1880;T;'2019-10-15 15:44:44.130';'2019-10-24 15:52:06.475'
8803418;1880;E;'2019-10-24 15:52:06.475';'2019-10-29 14:47:05.018'
8816271;1880;F;'2019-10-29 14:47:05.018';'2019-11-28 14:44:45.831'
7683460;1881;T;'2018-05-26 12:29:02.849';'2018-06-05 11:49:28.951'
7702309;1881;F;'2018-06-05 11:49:28.951';'2018-06-06 13:19:03.321'
7728185;1881;F;'2018-06-20 13:48:10.778';'2020-01-27 03:22:39.432'
9101793;1881;F;'2020-01-27 03:22:39.432';
7683656;1882;S;'2018-05-26 23:28:45.781';'2018-05-26 23:48:14.060'
7771363;1882;F;'2018-07-17 17:14:50.908';'2020-01-27 03:22:41.677'
9101794;1882;F;'2020-01-27 03:22:41.677';
9101795;1883;S;'2020-01-27 03:22:43.861';
7716065;1884;P;'2018-06-13 17:17:05.370';'2018-11-06 18:13:25.730'
7890901;1884;P;'2018-11-06 18:13:25.730';'2018-12-04 13:48:46.408'
8173427;1884;O;'2019-03-13 11:23:24.638';'2019-03-14 14:18:57.814'
8175706;1884;P;'2019-03-14 14:18:57.814';'2019-06-13 12:29:29.164'
8345108;1884;O;'2019-06-13 12:29:29.164';'2019-06-13 18:28:31.029'
8345717;1884;P;'2019-06-13 18:28:31.029';'2019-12-13 01:00:18.669'
8984454;1884;P;'2019-12-13 11:20:17.836';'2020-02-13 11:19:08.962'
9463498;1884;O;'2020-04-13 02:00:28.885';'2020-04-13 12:58:56.428'
7721901;1885;E;'2018-06-14 12:30:16.263';'2018-06-28 10:07:07.950'
7743667;1885;F;'2018-06-28 10:07:07.950';'2018-06-28 10:48:20.105'
7744332;1885;F;'2018-06-28 10:48:20.105';'2020-01-27 03:22:46.077'
7721902;1886;E;'2018-06-14 12:31:31.535';'2018-06-28 10:07:04.059'
7743555;1886;F;'2018-06-28 10:07:04.059';'2018-06-28 10:48:17.814'
9101798;1886;F;'2020-01-27 03:22:48.090';
7698284;1887;T;'2018-05-31 09:32:53.743';'2018-06-14 10:03:14.049'
7744410;1887;F;'2018-06-28 10:48:21.927';'2020-01-27 03:22:50.431'
9101800;1888;S;'2020-01-27 03:22:52.811';
7721172;1891;E;'2018-06-14 10:03:05.770';'2018-06-28 10:07:09.616'
7743716;1891;F;'2018-06-28 10:07:09.616';'2018-06-28 10:48:16.704'
7744191;1891;F;'2018-06-28 10:48:16.704';'2020-01-27 03:22:59.390'
9101806;1892;S;'2020-01-27 03:23:01.543';
7703642;1893;S;'2018-06-06 16:20:04.038';'2020-01-27 03:23:03.525'
7743664;1895;F;'2018-06-28 10:07:07.852';'2018-06-28 10:48:15.649'
9101809;1895;F;'2020-01-27 03:23:07.623';
7707823;1896;T;'2018-06-07 22:52:25.497';'2018-06-12 11:12:28.957'
9101811;1897;S;'2020-01-27 03:23:12.062';
7744021;1898;F;'2018-06-28 10:48:12.656';'2020-01-27 03:23:14.233'
9101812;1898;F;'2020-01-27 03:23:14.233';
7709156;1899;E;'2018-06-10 00:12:06.782';'2018-06-24 00:14:28.511'
7779041;1899;F;'2018-07-24 00:48:13.636';'2020-02-10 02:05:24.992'
9162029;1899;F;'2020-02-10 02:05:24.992';
7708727;1900;T;'2018-06-08 16:06:50.983';'2018-06-14 10:03:03.394'
7721112;1900;E;'2018-06-14 10:03:03.394';'2018-06-28 10:07:07.919'
7759342;1900;F;'2018-07-08 16:48:12.354';'2020-01-27 03:23:18.639'
9101814;1900;F;'2020-01-27 03:23:18.639';
7708889;1901;T;'2018-06-09 08:09:05.321';'2018-06-14 10:03:13.831'
7721385;1901;E;'2018-06-14 10:03:13.831';'2018-06-28 10:07:12.333'
7744403;1901;F;'2018-06-28 10:48:21.767';'2020-01-27 03:23:20.802'
9101815;1901;F;'2020-01-27 03:23:20.802';
7708829;1902;S;'2018-06-09 08:30:21.605';'2020-01-27 03:23:23.088'
9101816;1902;S;'2020-01-27 03:23:23.088';
7721400;1903;E;'2018-06-14 10:03:14.426';'2018-06-14 16:36:02.988'
7904689;1903;O;'2018-11-15 16:36:06.496';'2018-11-21 01:00:01.803'
7913111;1903;L;'2018-11-21 01:00:01.803';'2018-11-22 13:41:06.599'
7915475;1903;P;'2018-11-22 13:41:06.599';'2018-12-19 17:00:27.152'
8503933;1903;L;'2019-06-28 13:59:01.085';'2019-07-01 17:54:47.986'
8510653;1903;P;'2019-07-01 17:54:47.986';'2019-10-06 18:47:29.109'
8818647;1903;P;'2019-10-29 23:52:13.404';'2019-10-30 00:13:48.872'
8818691;1903;P;'2019-10-30 00:13:48.872';'2020-02-13 02:00:47.595'
9299942;1903;P;'2020-02-13 02:00:47.595';'2020-03-15 23:22:14.950'
9426242;1903;P;'2020-03-15 23:22:14.950';'2020-08-16 02:28:06.393'
7709208;1904;T;'2018-06-10 02:32:22.517';'2018-06-14 10:03:01.841'
7721070;1904;E;'2018-06-14 10:03:01.841';'2018-06-28 10:06:59.420'
7743422;1904;F;'2018-06-28 10:06:59.420';'2018-06-28 10:48:12.286'
7744005;1904;F;'2018-06-28 10:48:12.286';'2020-01-27 03:23:25.373'
7712291;1905;T;'2018-06-10 20:30:56.578';'2018-06-14 10:03:05.925'
7744364;1905;F;'2018-06-28 10:48:20.858';'2020-01-27 03:23:27.702'
9101818;1905;F;'2020-01-27 03:23:27.702';
7714019;1906;S;'2018-06-11 13:36:07.262';'2018-06-11 15:26:33.336'
9101819;1906;B;'2020-01-27 03:23:29.862';
7714105;1907;S;'2018-06-11 15:21:02.334';'2018-06-11 16:13:46.201'
7721281;1907;E;'2018-06-14 10:03:09.923';'2018-06-28 10:07:05.867'
7744116;1907;F;'2018-06-28 10:48:14.911';'2020-01-27 03:23:32.229'
7714371;1908;S;'2018-06-11 20:45:34.849';'2018-06-11 20:48:39.753'
7714372;1908;T;'2018-06-11 20:48:39.753';'2018-06-14 10:03:00.398'
7721032;1908;E;'2018-06-14 10:03:00.398';'2018-06-28 10:07:06.116'
7743613;1908;F;'2018-06-28 10:07:06.116';'2018-06-28 10:48:19.345'
9101822;1908;F;'2020-01-27 03:23:34.378';
7714654;1909;S;'2018-06-12 03:43:13.910';'2018-06-14 10:03:07.589'
7744188;1909;F;'2018-06-28 10:48:16.622';'2020-01-27 03:23:36.770'
7714844;1910;S;'2018-06-12 11:27:15.687';'2020-01-27 03:23:38.988'
9101824;1910;S;'2020-01-27 03:23:38.988';
7738603;1911;F;'2018-06-27 19:16:31.746';'2018-06-27 19:48:11.386'
7738635;1911;F;'2018-06-27 19:48:11.386';'2020-01-27 03:23:41.203'
7715620;1913;S;'2018-06-13 01:09:45.934';'2020-01-27 03:23:43.434'
9101826;1913;S;'2020-01-27 03:23:43.434';
7744133;1914;F;'2018-06-28 10:48:15.328';'2020-01-27 03:23:45.500'
9162018;1915;S;'2020-02-10 02:05:22.651';
7748488;1916;F;'2018-06-28 11:48:11.449';'2020-01-27 03:23:49.817'
9101828;1916;F;'2020-01-27 03:23:49.817';
7722520;1917;S;'2018-06-15 00:39:02.045';'2018-06-15 01:00:05.619'
7722527;1917;E;'2018-06-15 01:00:05.619';'2018-06-29 00:57:33.117'
7749331;1917;F;'2018-06-29 00:57:33.117';'2018-06-29 01:48:11.531'
7749763;1918;F;'2018-06-29 10:22:33.567';'2018-06-29 10:48:11.552'
7749771;1918;F;'2018-06-29 10:48:11.552';'2020-01-27 03:23:54.322'
7723032;1919;S;'2018-06-15 14:32:55.566';'2018-06-15 15:16:31.202'
7723037;1920;S;'2018-06-15 14:52:16.194';'2020-01-27 03:23:58.624'
9101834;1921;F;'2020-01-27 03:24:00.913';
9101836;1922;F;'2020-01-27 03:24:03.176';
7725559;1923;E;'2018-06-18 11:36:38.556';'2018-07-02 11:47:36.118'
7752295;1923;F;'2018-07-02 11:47:36.118';'2018-07-18 11:48:13.161'
7772468;1923;F;'2018-07-18 11:48:13.161';'2020-02-10 02:05:21.222'
7725723;1924;T;'2018-06-18 17:16:04.164';'2018-06-19 01:00:06.650'
7752569;1924;F;'2018-07-02 17:48:11.836';'2020-02-10 02:05:20.901'
7725922;1926;E;'2018-06-18 21:32:11.253';'2018-07-02 21:48:11.855'
7752731;1926;F;'2018-07-02 21:48:11.855';'2020-01-27 03:24:11.288'
7752760;1927;F;'2018-07-02 22:48:11.857';'2020-01-27 03:24:13.449'
7725920;1928;E;'2018-06-19 00:10:39.637';'2018-07-03 00:48:11.898'
7752816;1928;F;'2018-07-03 00:48:11.898';'2020-01-27 03:24:15.499'
7752815;1929;F;'2018-07-03 00:48:11.867';'2020-01-27 03:24:17.765'
9101842;1929;F;'2020-01-27 03:24:17.765';
9101843;1930;F;'2020-01-27 03:24:20.045';
7726432;1932;E;'2018-06-19 11:37:25.827';'2018-07-03 12:48:11.909'
9101845;1932;F;'2020-01-27 03:24:24.603';
7727909;1935;S;'2018-06-20 10:23:22.648';'2020-02-10 02:05:18.807'
9161998;1935;S;'2020-02-10 02:05:18.807';
7728210;1936;S;'2018-06-20 14:56:07.274';'2020-01-27 03:24:33.047'
7728514;1937;E;'2018-06-20 20:48:08.513';'2018-06-21 11:40:14.917'
7754984;1937;F;'2018-07-04 20:54:13.805';'2018-07-04 21:48:12.019'
7755038;1937;F;'2018-07-04 21:48:12.019';'2020-02-10 02:05:18.403'
7755205;1938;F;'2018-07-05 00:48:12.025';'2020-01-27 03:24:37.491'
7731763;1939;S;'2018-06-21 15:58:09.683';'2018-06-21 16:28:18.941'
7731784;1939;E;'2018-06-21 16:28:18.941';'2018-07-05 16:29:31.155'
9161992;1939;F;'2020-02-10 02:05:18.000';
7732246;1940;E;'2018-06-22 02:09:58.519';'2018-07-06 02:19:31.583'
9101850;1940;F;'2020-01-27 03:24:42.078';
7732308;1941;S;'2018-06-22 04:38:29.478';'2020-02-10 02:05:17.599'
9161987;1942;F;'2020-02-10 02:05:17.389';
7732640;1943;S;'2018-06-22 13:12:06.806';'2020-01-27 03:24:48.866'
7733105;1944;E;'2018-06-22 14:14:37.835';'2018-06-25 16:34:29.271'
7735478;1944;F;'2018-06-25 16:34:29.271';'2018-06-25 16:48:11.198'
7735488;1944;F;'2018-06-25 16:48:11.198';'2020-01-27 03:24:51.124'
9101854;1945;F;'2020-01-27 03:24:53.482';
7733101;1946;E;'2018-06-22 21:46:36.595';'2018-07-06 21:49:32.308'
7757485;1946;F;'2018-07-06 21:49:32.308';'2018-07-06 22:48:12.204'
7757564;1946;F;'2018-07-06 22:48:12.204';'2020-01-27 03:24:55.729'
7733316;1947;E;'2018-06-23 01:58:24.121';'2018-07-07 02:09:32.477'
7757791;1947;F;'2018-07-07 02:09:32.477';'2018-07-07 02:48:12.227'
