user_key,Activity,created_utc
24390,New user in system,'2017-01-11 13:02:57.341'
24417,New user in system,'2017-01-11 15:40:26.930'
24470,New user in system,'2017-01-11 16:35:56.691'
24517,New user in system,'2017-01-11 17:01:51.968'
24592,New user in system,'2017-01-11 17:46:53.032'
24619,New user in system,'2017-01-11 17:52:45.582'
24645,New user in system,'2017-01-11 18:10:46.554'
24671,New user in system,'2017-01-11 18:11:50.515'
24698,New user in system,'2017-01-11 18:26:24.257'
24723,New user in system,'2017-01-11 19:42:57.467'
24748,New user in system,'2017-01-11 20:31:14.529'
24775,New user in system,'2017-01-11 22:10:49.677'
24823,New user in system,'2017-01-11 22:17:04.127'
24849,New user in system,'2017-01-11 22:29:59.789'
24873,New user in system,'2017-01-11 22:33:16.517'
24900,New user in system,'2017-01-11 22:56:54.820'
24924,New user in system,'2017-01-11 23:13:36.942'
24948,New user in system,'2017-01-11 23:41:08.379'
24975,New user in system,'2017-01-12 00:08:54.186'
24999,New user in system,'2017-01-12 00:24:46.230'
25025,New user in system,'2017-01-12 00:42:22.793'
25051,New user in system,'2017-01-12 01:02:43.633'
25075,New user in system,'2017-01-12 01:23:44.041'
25100,New user in system,'2017-01-12 01:43:18.227'
25127,New user in system,'2017-01-12 02:00:05.091'
25180,New user in system,'2017-01-12 09:31:51.763'
25206,New user in system,'2017-01-12 11:39:11.240'
25233,New user in system,'2017-01-12 11:49:20.839'
25260,New user in system,'2017-01-12 12:01:25.134'
25288,New user in system,'2017-01-12 12:08:37.815'
25316,New user in system,'2017-01-12 12:21:41.664'
25342,New user in system,'2017-01-12 14:08:52.512'
25369,New user in system,'2017-01-12 14:37:20.708'
25396,New user in system,'2017-01-12 14:40:41.334'
25420,New user in system,'2017-01-12 14:52:50.462'
25445,New user in system,'2017-01-12 15:11:14.429'
25470,New user in system,'2017-01-12 15:38:32.826'
25496,New user in system,'2017-01-12 16:24:23.924'
25523,New user in system,'2017-01-12 16:29:23.769'
25549,New user in system,'2017-01-12 16:45:20.371'
25576,New user in system,'2017-01-12 16:56:21.540'
25603,New user in system,'2017-01-12 17:07:57.903'
25653,New user in system,'2017-01-12 17:21:39.100'
25679,New user in system,'2017-01-12 17:24:32.851'
25706,New user in system,'2017-01-12 17:26:14.314'
25734,New user in system,'2017-01-12 18:37:38.312'
25762,New user in system,'2017-01-12 18:43:36.477'
25789,New user in system,'2017-01-12 19:03:48.475'
25817,New user in system,'2017-01-12 20:16:12.984'
25843,New user in system,'2017-01-12 21:13:44.366'
25870,New user in system,'2017-01-12 22:15:10.310'
25870,Create Booking,'2017-08-29 19:13:59.221'
25897,New user in system,'2017-01-12 23:04:20.232'
25923,New user in system,'2017-01-12 23:17:30.690'
25951,New user in system,'2017-01-12 23:32:05.331'
25951,Create Booking,'2018-05-08 00:21:07.072'
25951,Create Booking,'2018-06-15 17:33:32.393'
25951,Create Booking,'2018-08-10 14:36:48.847'
25951,Create Booking,'2018-11-30 12:44:20.355'
25951,Create Booking,'2019-06-25 14:19:06.997'
25951,Create Booking,'2019-07-27 23:31:37.306'
25951,Create Booking,'2019-11-01 18:59:52.451'
25951,Create Booking,'2020-09-07 14:15:09.158'
25975,New user in system,'2017-01-13 00:58:58.204'
26000,New user in system,'2017-01-13 06:22:45.712'
26027,New user in system,'2017-01-13 10:18:59.017'
26053,New user in system,'2017-01-13 10:52:18.864'
26079,New user in system,'2017-01-13 11:00:06.314'
26107,New user in system,'2017-01-13 11:05:34.673'
26133,New user in system,'2017-01-13 12:26:18.989'
26161,New user in system,'2017-01-13 13:10:12.686'
26186,New user in system,'2017-01-13 13:54:26.237'
26210,New user in system,'2017-01-13 14:30:59.479'
26237,New user in system,'2017-01-13 14:37:09.618'
26263,New user in system,'2017-01-13 16:32:42.778'
26290,New user in system,'2017-01-13 16:46:23.245'
26339,New user in system,'2017-01-13 20:41:12.369'
26362,New user in system,'2017-01-13 21:22:59.282'
26413,New user in system,'2017-01-13 22:03:01.358'
26439,New user in system,'2017-01-13 23:25:23.793'
26464,New user in system,'2017-01-13 23:34:03.962'
26488,New user in system,'2017-01-14 00:04:15.308'
26539,New user in system,'2017-01-14 01:52:25.128'
26565,New user in system,'2017-01-14 08:08:54.450'
26588,New user in system,'2017-01-14 09:30:36.550'
26614,New user in system,'2017-01-14 10:14:00.384'
26664,New user in system,'2017-01-14 12:24:32.259'
26690,New user in system,'2017-01-14 13:23:45.382'
26690,Create Booking,'2018-12-22 17:10:22.763'
26715,New user in system,'2017-01-14 13:40:05.026'
26740,New user in system,'2017-01-14 13:45:03.424'
26740,Create Booking,'2018-04-08 16:49:40.430'
26766,New user in system,'2017-01-14 15:03:28.444'
26766,Create Booking,'2018-08-10 01:48:20.988'
26792,New user in system,'2017-01-14 16:28:05.524'
26818,New user in system,'2017-01-14 16:50:08.597'
26843,New user in system,'2017-01-14 18:15:32.046'
26871,New user in system,'2017-01-14 19:44:16.091'
26898,New user in system,'2017-01-14 20:38:55.804'
26926,New user in system,'2017-01-14 22:06:20.834'
26951,New user in system,'2017-01-14 22:15:25.069'
26976,New user in system,'2017-01-14 23:56:11.777'
27000,New user in system,'2017-01-15 03:31:09.478'
27022,New user in system,'2017-01-15 08:44:13.248'
27045,New user in system,'2017-01-15 10:21:10.701'
27068,New user in system,'2017-01-15 11:20:34.248'
27091,New user in system,'2017-01-15 14:34:58.102'
27117,New user in system,'2017-01-15 16:10:45.079'
27141,New user in system,'2017-01-15 16:32:34.923'
27165,New user in system,'2017-01-15 18:49:33.490'
27190,New user in system,'2017-01-15 21:48:52.673'
27214,New user in system,'2017-01-15 22:23:01.169'
27239,New user in system,'2017-01-15 23:20:49.375'
27266,New user in system,'2017-01-15 23:44:21.185'
27293,New user in system,'2017-01-16 00:37:22.696'
27318,New user in system,'2017-01-16 02:15:29.880'
27344,New user in system,'2017-01-16 03:36:03.154'
27369,New user in system,'2017-01-16 06:08:30.883'
27395,New user in system,'2017-01-16 08:07:36.459'
27421,New user in system,'2017-01-16 09:46:45.937'
27444,New user in system,'2017-01-16 10:16:36.066'
27467,New user in system,'2017-01-16 12:15:20.245'
27519,New user in system,'2017-01-16 14:45:22.803'
27614,New user in system,'2017-01-16 20:39:40.496'
27637,New user in system,'2017-01-16 21:08:48.192'
27660,New user in system,'2017-01-16 22:02:42.028'
27707,New user in system,'2017-01-16 22:43:02.072'
27730,New user in system,'2017-01-16 22:59:28.129'
27754,New user in system,'2017-01-16 23:26:53.253'
27776,New user in system,'2017-01-17 00:04:30.641'
27801,New user in system,'2017-01-17 00:24:30.807'
27801,Create Booking,'2017-04-25 14:56:27.798'
27801,Create Booking,'2017-06-16 11:56:56.359'
27801,Create Booking,'2017-07-22 15:02:03.094'
27801,Create Booking,'2018-02-02 18:54:19.562'
27825,New user in system,'2017-01-17 00:26:22.184'
27851,New user in system,'2017-01-17 10:34:49.253'
27874,New user in system,'2017-01-17 12:19:56.709'
27896,New user in system,'2017-01-17 12:39:17.794'
27896,Create Booking,'2018-06-21 00:15:18.582'
27896,Create Booking,'2018-08-24 02:53:13.504'
27920,New user in system,'2017-01-17 12:59:20.054'
27941,New user in system,'2017-01-17 14:58:09.021'
27965,New user in system,'2017-01-17 16:34:09.518'
27988,New user in system,'2017-01-17 16:48:54.305'
28014,New user in system,'2017-01-17 17:30:04.991'
28038,New user in system,'2017-01-17 19:28:57.108'
28062,New user in system,'2017-01-17 20:21:53.120'
28085,New user in system,'2017-01-17 23:01:09.283'
28111,New user in system,'2017-01-17 23:01:41.323'
28136,New user in system,'2017-01-17 23:07:28.431'
28162,New user in system,'2017-01-17 23:09:38.534'
28162,Create Booking,'2019-05-09 18:09:09.022'
28162,Create Booking,'2020-02-21 21:38:49.182'
28162,Create Booking,'2020-09-26 12:30:09.113'
28185,New user in system,'2017-01-17 23:22:45.287'
28209,New user in system,'2017-01-17 23:29:35.215'
28233,New user in system,'2017-01-17 23:52:11.491'
28256,New user in system,'2017-01-18 00:41:53.664'
28281,New user in system,'2017-01-18 01:00:05.863'
28306,New user in system,'2017-01-18 04:10:26.530'
28331,New user in system,'2017-01-18 09:21:24.310'
28357,New user in system,'2017-01-18 10:14:10.232'
28383,New user in system,'2017-01-18 10:42:51.026'
28407,New user in system,'2017-01-18 12:14:24.949'
28454,New user in system,'2017-01-18 17:08:51.398'
28478,New user in system,'2017-01-18 22:34:02.655'
28503,New user in system,'2017-01-19 01:09:27.660'
28527,New user in system,'2017-01-19 10:27:23.679'
28551,New user in system,'2017-01-19 10:38:30.417'
28575,New user in system,'2017-01-19 10:45:49.037'
28601,New user in system,'2017-01-19 11:02:12.257'
28625,New user in system,'2017-01-19 11:32:24.673'
28650,New user in system,'2017-01-19 12:12:03.689'
28674,New user in system,'2017-01-19 14:11:03.689'
28698,New user in system,'2017-01-19 14:57:11.869'
28723,New user in system,'2017-01-19 15:08:59.108'
28747,New user in system,'2017-01-19 15:48:08.517'
28771,New user in system,'2017-01-19 16:40:37.765'
28797,New user in system,'2017-01-19 16:43:49.562'
28820,New user in system,'2017-01-19 16:54:26.348'
28845,New user in system,'2017-01-19 17:46:24.892'
28871,New user in system,'2017-01-20 00:05:23.962'
28897,New user in system,'2017-01-20 01:31:58.065'
28922,New user in system,'2017-01-20 07:04:15.708'
28945,New user in system,'2017-01-20 10:47:27.119'
28969,New user in system,'2017-01-20 12:30:23.953'
28994,New user in system,'2017-01-20 15:37:46.081'
29017,New user in system,'2017-01-20 18:01:26.762'
29042,New user in system,'2017-01-20 20:56:48.972'
29065,New user in system,'2017-01-20 22:19:42.322'
29086,New user in system,'2017-01-20 22:25:29.527'
29109,New user in system,'2017-01-20 22:32:52.450'
29133,New user in system,'2017-01-20 22:44:02.191'
29157,New user in system,'2017-01-20 23:20:28.679'
29181,New user in system,'2017-01-20 23:34:12.179'
29204,New user in system,'2017-01-21 09:51:44.148'
29227,New user in system,'2017-01-21 10:03:27.449'
29250,New user in system,'2017-01-21 10:44:13.123'
29250,Create Booking,'2017-05-03 19:13:47.557'
29274,New user in system,'2017-01-21 11:08:03.908'
29274,Create Booking,'2018-01-02 10:40:26.128'
29299,New user in system,'2017-01-21 12:52:09.051'
29323,New user in system,'2017-01-21 14:14:22.783'
29347,New user in system,'2017-01-21 15:02:07.778'
29371,New user in system,'2017-01-21 16:21:24.507'
29395,New user in system,'2017-01-21 19:00:34.103'
29420,New user in system,'2017-01-21 20:42:00.083'
29443,New user in system,'2017-01-21 22:11:10.828'
29468,New user in system,'2017-01-21 22:17:17.415'
29492,New user in system,'2017-01-22 03:09:33.474'
29517,New user in system,'2017-01-22 03:54:38.676'
29541,New user in system,'2017-01-22 12:10:46.949'
29565,New user in system,'2017-01-22 17:03:05.234'
29589,New user in system,'2017-01-22 17:10:13.617'
29613,New user in system,'2017-01-22 17:29:13.438'
29636,New user in system,'2017-01-22 17:39:08.371'
29659,New user in system,'2017-01-22 18:57:10.122'
29682,New user in system,'2017-01-22 19:02:59.607'
29707,New user in system,'2017-01-22 19:03:02.081'
29731,New user in system,'2017-01-22 19:17:30.272'
29756,New user in system,'2017-01-22 19:28:30.912'
29778,New user in system,'2017-01-22 19:32:29.451'
29803,New user in system,'2017-01-22 19:37:36.013'
29827,Create Booking,'2018-05-25 13:26:54.179'
29851,New user in system,'2017-01-22 22:28:10.880'
29875,New user in system,'2017-01-22 22:56:47.634'
29900,New user in system,'2017-01-23 01:11:56.001'
29945,New user in system,'2017-01-23 10:40:18.058'
29969,New user in system,'2017-01-23 10:56:40.188'
29993,New user in system,'2017-01-23 12:09:51.041'
30018,New user in system,'2017-01-23 12:20:54.948'
30018,Create Booking,'2018-06-24 15:00:16.356'
30018,Create Booking,'2018-07-19 19:44:06.030'
30018,Create Booking,'2018-11-10 22:02:12.159'
30018,Create Booking,'2019-02-24 12:35:36.659'
30043,New user in system,'2017-01-23 12:53:29.703'
30067,New user in system,'2017-01-23 13:30:44.453'
30093,New user in system,'2017-01-23 13:38:39.134'
30118,New user in system,'2017-01-23 16:08:15.541'
30144,New user in system,'2017-01-23 16:54:58.930'
30168,New user in system,'2017-01-23 17:33:03.186'
30191,New user in system,'2017-01-23 17:35:30.685'
30191,Create Booking,'2020-01-08 02:13:52.478'
30215,New user in system,'2017-01-23 17:43:05.397'
30239,New user in system,'2017-01-23 18:12:14.139'
30239,Create Booking,'2020-10-20 11:13:48.026'
30264,New user in system,'2017-01-23 18:32:46.562'
30288,New user in system,'2017-01-23 18:49:02.570'
30311,New user in system,'2017-01-23 19:40:38.095'
30336,New user in system,'2017-01-23 20:43:50.990'
30361,New user in system,'2017-01-23 21:05:02.679'
30385,New user in system,'2017-01-23 21:45:24.274'
30408,New user in system,'2017-01-23 22:31:05.591'
30408,Create Booking,'2017-10-27 10:12:57.832'
30408,Create Booking,'2019-07-25 15:13:25.767'
30408,Create Booking,'2019-12-23 21:31:53.625'
30408,Create Booking,'2020-09-03 20:15:00.246'
30433,New user in system,'2017-01-23 22:31:30.707'
30459,New user in system,'2017-01-23 23:12:25.791'
30482,New user in system,'2017-01-24 04:07:12.590'
30507,New user in system,'2017-01-24 09:35:21.089'
30532,New user in system,'2017-01-24 09:56:32.127'
30553,New user in system,'2017-01-24 11:01:53.910'
30553,Create Booking,'2020-09-25 18:15:00.167'
30553,Create Booking,'2020-10-19 23:12:12.393'
30578,New user in system,'2017-01-24 11:14:36.103'
30602,New user in system,'2017-01-24 11:16:27.122'
30626,New user in system,'2017-01-24 11:20:57.356'
30651,New user in system,'2017-01-24 11:32:42.900'
30676,New user in system,'2017-01-24 11:34:14.706'
30700,New user in system,'2017-01-24 11:34:20.971'
30725,New user in system,'2017-01-24 11:34:49.394'
30749,New user in system,'2017-01-24 11:47:19.293'
30773,New user in system,'2017-01-24 12:14:18.759'
30798,New user in system,'2017-01-24 12:23:12.890'
30823,New user in system,'2017-01-24 12:34:17.737'
30846,New user in system,'2017-01-24 12:38:00.592'
30871,New user in system,'2017-01-24 12:51:55.155'
30896,New user in system,'2017-01-24 13:04:00.788'
30921,New user in system,'2017-01-24 13:21:07.327'
30921,Create Booking,'2018-11-25 01:28:52.121'
30921,Create Booking,'2019-02-22 15:47:14.710'
30947,New user in system,'2017-01-24 13:27:28.055'
30973,New user in system,'2017-01-24 13:44:38.199'
30998,New user in system,'2017-01-24 13:53:45.178'
30998,Create Booking,'2017-11-04 00:31:54.917'
31023,New user in system,'2017-01-24 14:02:16.882'
31045,New user in system,'2017-01-24 14:14:09.759'
31070,New user in system,'2017-01-24 14:16:46.363'
31095,New user in system,'2017-01-24 14:32:05.671'
31118,New user in system,'2017-01-24 14:33:38.020'
31143,New user in system,'2017-01-24 14:38:46.740'
31169,New user in system,'2017-01-24 15:14:53.351'
31193,New user in system,'2017-01-24 16:11:17.480'
31217,New user in system,'2017-01-24 16:41:30.646'
31240,New user in system,'2017-01-24 16:46:23.784'
31264,New user in system,'2017-01-24 17:18:27.747'
31289,New user in system,'2017-01-24 17:22:53.732'
31314,New user in system,'2017-01-24 17:35:14.435'
31339,New user in system,'2017-01-24 18:26:53.384'
31364,New user in system,'2017-01-24 18:59:15.370'
31387,New user in system,'2017-01-24 19:14:26.806'
31411,New user in system,'2017-01-24 19:48:38.584'
31411,Create Booking,'2017-01-24 19:50:23.915'
31411,Create Booking,'2018-09-15 09:13:34.798'
31434,New user in system,'2017-01-24 19:54:13.979'
31458,New user in system,'2017-01-24 20:16:28.277'
31482,New user in system,'2017-01-24 20:38:10.851'
31482,Create Booking,'2017-03-22 16:03:10.591'
31482,Create Booking,'2018-02-06 21:44:23.802'
31506,New user in system,'2017-01-24 20:50:03.956'
31532,New user in system,'2017-01-24 20:51:55.869'
31583,New user in system,'2017-01-24 21:37:25.487'
31609,New user in system,'2017-01-24 22:22:16.369'
31633,New user in system,'2017-01-24 22:31:49.977'
31658,New user in system,'2017-01-24 22:50:43.486'
31658,Create Booking,'2017-01-25 10:30:55.593'
31681,New user in system,'2017-01-24 22:58:38.854'
31707,New user in system,'2017-01-24 23:52:40.207'
31731,New user in system,'2017-01-25 00:35:05.398'
31755,New user in system,'2017-01-25 00:38:50.304'
31780,New user in system,'2017-01-25 01:09:26.914'
31805,New user in system,'2017-01-25 01:22:24.286'
31830,New user in system,'2017-01-25 02:40:36.500'
31856,New user in system,'2017-01-25 10:24:57.968'
31881,New user in system,'2017-01-25 11:03:42.991'
31906,New user in system,'2017-01-25 12:06:12.504'
31929,New user in system,'2017-01-25 12:39:10.991'
31953,New user in system,'2017-01-25 12:42:49.662'
31978,New user in system,'2017-01-25 13:04:05.417'
32003,New user in system,'2017-01-25 13:12:34.068'
32003,Create Booking,'2017-09-30 14:15:47.564'
32003,Create Booking,'2018-07-28 21:53:56.932'
32003,Create Booking,'2019-11-07 17:06:50.697'
32003,Create Booking,'2020-01-12 13:36:56.844'
32003,Create Booking,'2020-09-21 11:28:38.995'
32029,New user in system,'2017-01-25 13:26:29.792'
32053,New user in system,'2017-01-25 14:02:03.001'
32076,New user in system,'2017-01-25 14:10:23.697'
32098,New user in system,'2017-01-25 14:11:44.966'
32120,New user in system,'2017-01-25 14:23:53.658'
32144,New user in system,'2017-01-25 14:50:30.460'
32167,New user in system,'2017-01-25 15:28:51.181'
32190,New user in system,'2017-01-25 15:38:05.867'
32213,New user in system,'2017-01-25 15:47:07.939'
32238,New user in system,'2017-01-25 15:52:42.910'
32263,New user in system,'2017-01-25 16:25:54.745'
32288,New user in system,'2017-01-25 17:20:11.139'
32313,New user in system,'2017-01-25 17:31:35.168'
32338,New user in system,'2017-01-25 18:51:34.715'
32363,New user in system,'2017-01-25 19:07:32.292'
32386,New user in system,'2017-01-25 19:34:33.449'
32410,New user in system,'2017-01-25 20:17:51.316'
32432,New user in system,'2017-01-25 20:25:01.349'
32456,New user in system,'2017-01-25 20:49:51.867'
32505,New user in system,'2017-01-25 21:14:30.747'
32529,New user in system,'2017-01-25 22:18:56.753'
32554,New user in system,'2017-01-25 22:28:14.067'
32579,New user in system,'2017-01-25 22:30:48.254'
32604,New user in system,'2017-01-25 23:11:22.982'
32627,New user in system,'2017-01-25 23:12:29.707'
32650,New user in system,'2017-01-25 23:56:52.910'
32672,New user in system,'2017-01-26 00:47:06.357'
32696,New user in system,'2017-01-26 02:18:27.930'
32721,New user in system,'2017-01-26 02:21:21.846'
32744,New user in system,'2017-01-26 06:17:36.997'
32766,New user in system,'2017-01-26 08:01:06.531'
32791,New user in system,'2017-01-26 08:33:16.652'
32815,New user in system,'2017-01-26 11:09:26.063'
32841,New user in system,'2017-01-26 11:32:47.212'
32866,New user in system,'2017-01-26 12:46:40.177'
32891,New user in system,'2017-01-26 13:00:18.557'
32916,New user in system,'2017-01-26 13:18:13.738'
32942,New user in system,'2017-01-26 13:19:20.552'
32968,New user in system,'2017-01-26 13:22:08.965'
32968,Create Booking,'2019-02-19 13:55:26.498'
32993,New user in system,'2017-01-26 13:54:21.171'
33019,New user in system,'2017-01-26 14:13:52.788'
33044,New user in system,'2017-01-26 14:19:18.718'
33044,Create Booking,'2019-04-06 12:02:05.708'
33044,Create Booking,'2019-04-25 16:27:58.849'
33044,Create Booking,'2019-07-17 17:23:04.683'
33070,New user in system,'2017-01-26 14:35:29.318'
33094,New user in system,'2017-01-26 14:45:48.392'
33118,New user in system,'2017-01-26 14:47:19.233'
33143,New user in system,'2017-01-26 15:09:23.431'
33143,Create Booking,'2017-12-24 02:46:01.535'
33167,New user in system,'2017-01-26 15:15:36.702'
33190,New user in system,'2017-01-26 15:24:21.408'
33190,Create Booking,'2020-07-10 09:33:37.672'
33216,New user in system,'2017-01-26 16:26:38.938'
33239,New user in system,'2017-01-26 17:09:54.650'
33261,New user in system,'2017-01-26 17:18:47.030'
33285,New user in system,'2017-01-26 19:35:45.809'
33307,New user in system,'2017-01-26 19:54:53.380'
33332,New user in system,'2017-01-26 20:18:57.436'
33354,New user in system,'2017-01-26 20:45:11.648'
33378,New user in system,'2017-01-26 20:49:14.045'
33402,New user in system,'2017-01-26 20:49:25.106'
33402,Create Booking,'2017-08-04 01:11:35.790'
33426,New user in system,'2017-01-26 22:46:22.735'
33451,New user in system,'2017-01-26 23:10:10.677'
33477,New user in system,'2017-01-26 23:11:25.178'
33503,New user in system,'2017-01-27 00:04:12.085'
33528,New user in system,'2017-01-27 00:24:02.788'
33554,New user in system,'2017-01-27 01:15:21.915'
33579,New user in system,'2017-01-27 09:00:24.635'
33604,New user in system,'2017-01-27 10:19:34.774'
33628,New user in system,'2017-01-27 10:52:22.562'
33654,New user in system,'2017-01-27 11:27:08.097'
33679,New user in system,'2017-01-27 13:04:08.334'
33704,New user in system,'2017-01-27 13:41:48.042'
33729,New user in system,'2017-01-27 14:24:57.618'
33755,New user in system,'2017-01-27 14:37:32.861'
33781,New user in system,'2017-01-27 14:44:00.479'
33805,New user in system,'2017-01-27 14:59:41.424'
33829,New user in system,'2017-01-27 15:34:24.628'
33854,New user in system,'2017-01-27 17:55:13.290'
33854,Create Booking,'2018-03-22 12:43:41.060'
33854,Create Booking,'2018-04-04 11:35:26.089'
33854,Create Booking,'2018-09-24 17:12:42.485'
33854,Create Booking,'2019-01-20 08:15:09.009'
33903,New user in system,'2017-01-27 18:42:37.476'
33929,New user in system,'2017-01-27 18:56:19.801'
33955,New user in system,'2017-01-27 20:06:51.290'
33980,New user in system,'2017-01-27 20:11:37.834'
34006,New user in system,'2017-01-27 20:16:32.670'
34031,New user in system,'2017-01-27 20:17:43.628'
34056,New user in system,'2017-01-27 21:16:22.645'
34081,New user in system,'2017-01-27 22:07:07.529'
34105,New user in system,'2017-01-27 22:17:58.017'
34129,New user in system,'2017-01-27 22:53:30.867'
34152,New user in system,'2017-01-28 00:08:31.697'
34177,New user in system,'2017-01-28 00:10:25.015'
34202,New user in system,'2017-01-28 01:17:39.457'
34227,New user in system,'2017-01-28 02:24:02.900'
34252,New user in system,'2017-01-28 02:30:24.568'
34277,New user in system,'2017-01-28 10:31:59.721'
34300,New user in system,'2017-01-28 12:32:44.336'
34325,New user in system,'2017-01-28 12:49:44.334'
34349,New user in system,'2017-01-28 12:50:41.414'
34375,New user in system,'2017-01-28 12:59:08.816'
34399,New user in system,'2017-01-28 14:43:59.687'
34423,New user in system,'2017-01-28 14:47:29.364'
34446,New user in system,'2017-01-28 15:00:30.986'
34468,New user in system,'2017-01-28 15:43:15.271'
34491,New user in system,'2017-01-28 16:01:07.581'
34515,New user in system,'2017-01-28 16:13:19.724'
34540,New user in system,'2017-01-28 16:39:47.012'
34564,New user in system,'2017-01-28 17:23:31.354'
34588,New user in system,'2017-01-28 18:27:43.611'
34612,New user in system,'2017-01-28 18:30:31.370'
34635,New user in system,'2017-01-28 19:51:11.336'
34659,New user in system,'2017-01-28 20:16:15.454'
34683,New user in system,'2017-01-28 20:43:54.924'
34707,New user in system,'2017-01-28 20:51:21.466'
34731,New user in system,'2017-01-28 21:55:55.960'
34755,New user in system,'2017-01-28 21:58:56.194'
34779,New user in system,'2017-01-28 22:04:31.453'
34801,New user in system,'2017-01-28 22:14:29.073'
34825,New user in system,'2017-01-28 22:27:50.933'
34849,New user in system,'2017-01-28 22:29:47.898'
34874,New user in system,'2017-01-28 23:46:48.896'
34874,Create Booking,'2019-12-27 12:25:26.586'
34874,Create Booking,'2020-02-25 09:56:18.008'
34899,New user in system,'2017-01-29 07:21:29.239'
34924,New user in system,'2017-01-29 11:29:35.421'
34949,New user in system,'2017-01-29 13:33:54.669'
34974,New user in system,'2017-01-29 14:38:54.642'
34998,New user in system,'2017-01-29 14:49:00.408'
35022,New user in system,'2017-01-29 15:38:43.088'
35046,New user in system,'2017-01-29 15:44:27.382'
35070,New user in system,'2017-01-29 16:03:56.455'
35094,New user in system,'2017-01-29 16:20:02.670'
35117,New user in system,'2017-01-29 17:18:03.830'
35139,New user in system,'2017-01-29 17:31:14.273'
35187,New user in system,'2017-01-29 18:13:04.042'
35210,New user in system,'2017-01-29 18:29:41.266'
35234,New user in system,'2017-01-29 19:02:09.037'
35257,New user in system,'2017-01-29 19:23:15.348'
35257,Create Booking,'2019-07-09 16:25:38.386'
35257,Create Booking,'2020-07-07 15:59:17.488'
35282,New user in system,'2017-01-29 20:01:08.683'
35307,New user in system,'2017-01-29 20:30:16.403'
35331,New user in system,'2017-01-29 21:55:40.138'
35355,New user in system,'2017-01-29 23:04:45.498'
35380,New user in system,'2017-01-30 00:00:36.583'
35380,Create Booking,'2017-01-30 00:00:37.810'
35380,Create Booking,'2017-08-29 22:38:37.828'
35380,Create Booking,'2017-11-19 23:00:45.501'
35380,Create Booking,'2020-10-03 16:18:20.294'
35403,New user in system,'2017-01-30 00:00:44.423'
35403,Create Booking,'2017-08-12 15:13:58.639'
35427,New user in system,'2017-01-30 00:06:30.177'
35451,New user in system,'2017-01-30 00:32:02.628'
35476,New user in system,'2017-01-30 00:59:31.295'
35499,New user in system,'2017-01-30 09:44:43.795'
35521,New user in system,'2017-01-30 10:13:35.310'
35544,New user in system,'2017-01-30 10:13:54.304'
35567,New user in system,'2017-01-30 10:41:11.131'
35589,New user in system,'2017-01-30 12:10:32.908'
35613,New user in system,'2017-01-30 13:02:40.489'
35638,New user in system,'2017-01-30 13:12:24.835'
35662,New user in system,'2017-01-30 13:33:46.394'
35687,New user in system,'2017-01-30 13:33:54.451'
35711,New user in system,'2017-01-30 14:21:57.527'
35736,New user in system,'2017-01-30 14:34:11.220'
35785,New user in system,'2017-01-30 18:02:30.855'
35785,Create Booking,'2017-05-31 14:08:05.519'
35810,New user in system,'2017-01-30 18:08:37.732'
35832,New user in system,'2017-01-30 18:12:10.471'
35856,New user in system,'2017-01-30 19:27:12.259'
35880,New user in system,'2017-01-30 20:05:40.209'
35880,Create Booking,'2017-11-18 14:13:59.193'
35904,New user in system,'2017-01-30 22:00:02.412'
35926,New user in system,'2017-01-30 22:19:26.766'
35926,Create Booking,'2018-08-28 21:10:12.701'
35926,Create Booking,'2018-12-30 21:37:30.144'
35926,Create Booking,'2019-05-05 21:37:01.104'
35950,New user in system,'2017-01-30 22:34:09.606'
35950,Create Booking,'2019-10-13 13:20:57.799'
35950,Create Booking,'2019-12-01 22:21:58.250'
35975,New user in system,'2017-01-30 22:47:57.156'
35999,New user in system,'2017-01-30 22:54:00.723'
36024,New user in system,'2017-01-30 23:06:14.823'
36049,New user in system,'2017-01-30 23:45:22.910'
36072,New user in system,'2017-01-30 23:51:27.339'
36096,New user in system,'2017-01-31 00:12:25.263'
36118,New user in system,'2017-01-31 00:37:01.423'
36142,New user in system,'2017-01-31 10:14:11.301'
36166,New user in system,'2017-01-31 11:29:33.580'
36191,New user in system,'2017-01-31 11:34:05.665'
36215,New user in system,'2017-01-31 11:44:06.612'
36239,New user in system,'2017-01-31 11:52:06.132'
36262,New user in system,'2017-01-31 12:25:13.581'
36287,New user in system,'2017-01-31 12:29:06.684'
36311,New user in system,'2017-01-31 13:18:53.295'
36311,Create Booking,'2017-10-25 09:17:35.793'
36311,Create Booking,'2018-01-16 17:53:00.206'
36311,Create Booking,'2018-09-09 15:51:31.951'
36334,New user in system,'2017-01-31 14:06:14.791'
36357,New user in system,'2017-01-31 14:52:06.034'
36379,New user in system,'2017-01-31 15:30:18.577'
36400,New user in system,'2017-01-31 16:32:53.266'
36424,New user in system,'2017-01-31 16:47:52.485'
36473,New user in system,'2017-01-31 17:22:45.508'
36498,New user in system,'2017-01-31 17:25:01.218'
36522,New user in system,'2017-01-31 17:49:34.667'
36545,New user in system,'2017-01-31 17:55:58.686'
36569,New user in system,'2017-01-31 19:28:43.073'
36618,New user in system,'2017-01-31 21:24:56.982'
36643,New user in system,'2017-01-31 21:41:50.203'
36667,New user in system,'2017-01-31 22:21:41.888'
36692,New user in system,'2017-01-31 22:25:48.644'
36716,New user in system,'2017-01-31 22:43:21.320'
