user_key;created
10144652;'2020-09-26 00:47:53.935'
48381;'2017-02-16 00:21:24.027'
10144653;'2020-09-26 01:03:24.461'
48405;'2017-02-16 00:49:48.962'
48429;'2017-02-16 07:31:07.858'
10144654;'2020-09-26 01:05:08.882'
10144655;'2020-09-26 01:30:22.845'
48453;'2017-02-16 12:14:59.471'
48477;'2017-02-16 12:23:22.602'
10144656;'2020-09-26 01:46:48.080'
10251775;'2020-10-01 23:20:45.275'
48501;'2017-02-16 12:34:52.024'
48523;'2017-02-16 12:38:13.653'
48547;'2017-02-16 13:13:14.796'
48570;'2017-02-16 13:51:14.563'
10272745;'2020-10-02 02:41:17.376'
48593;'2017-02-16 14:01:45.540'
48616;'2017-02-16 14:50:31.834'
48639;'2017-02-16 14:53:23.216'
48662;'2017-02-16 15:05:51.738'
48685;'2017-02-16 15:43:05.506'
48708;'2017-02-16 15:45:27.105'
48732;'2017-02-16 17:08:14.325'
48755;'2017-02-16 17:47:12.594'
48778;'2017-02-16 18:01:10.900'
48802;'2017-02-16 18:04:36.116'
48826;'2017-02-16 18:08:57.812'
48849;'2017-02-16 18:26:21.830'
48872;'2017-02-16 18:33:03.630'
48896;'2017-02-16 18:56:43.393'
48920;'2017-02-16 19:03:58.724'
48965;'2017-02-16 21:57:28.968'
48988;'2017-02-16 22:33:26.388'
49010;'2017-02-16 22:43:13.542'
49031;'2017-02-16 23:00:13.788'
49054;'2017-02-16 23:34:37.945'
49077;'2017-02-16 23:51:50.975'
49100;'2017-02-16 23:59:46.210'
49123;'2017-02-17 00:51:33.276'
49147;'2017-02-17 09:20:53.814'
49170;'2017-02-17 09:24:09.414'
49192;'2017-02-17 09:26:28.119'
49216;'2017-02-17 09:28:03.036'
49240;'2017-02-17 09:31:40.195'
49263;'2017-02-17 10:43:17.244'
49285;'2017-02-17 11:33:26.577'
49308;'2017-02-17 12:29:46.323'
49330;'2017-02-17 12:58:04.480'
49377;'2017-02-17 13:44:26.825'
10272750;'2020-10-02 08:29:15.839'
49401;'2017-02-17 13:50:38.241'
49424;'2017-02-17 14:23:12.096'
49448;'2017-02-17 14:39:54.309'
10272752;'2020-10-02 09:07:21.636'
49472;'2017-02-17 15:28:56.618'
10272753;'2020-10-02 09:09:23.646'
10272755;'2020-10-02 09:21:10.518'
49494;'2017-02-17 15:33:01.133'
49515;'2017-02-17 16:13:05.952'
10272756;'2020-10-02 09:23:38.069'
49536;'2017-02-17 16:39:41.754'
49559;'2017-02-17 17:00:21.131'
49581;'2017-02-17 17:25:43.835'
10272757;'2020-10-02 09:25:10.139'
49604;'2017-02-17 17:33:22.731'
49626;'2017-02-17 19:20:38.193'
49650;'2017-02-17 19:27:37.895'
49674;'2017-02-17 19:37:14.249'
49696;'2017-02-17 19:37:27.317'
49720;'2017-02-17 20:03:40.215'
49744;'2017-02-17 20:33:12.116'
49767;'2017-02-17 20:43:37.699'
10272760;'2020-10-02 09:41:26.259'
49789;'2017-02-17 20:51:00.709'
49811;'2017-02-17 21:16:55.393'
49833;'2017-02-17 22:33:56.664'
49856;'2017-02-18 00:06:39.306'
10272763;'2020-10-02 09:50:57.642'
49879;'2017-02-18 00:53:39.141'
49902;'2017-02-18 01:20:23.253'
49925;'2017-02-18 03:15:32.764'
49948;'2017-02-18 08:07:42.355'
49971;'2017-02-18 10:32:59.158'
49995;'2017-02-18 12:11:52.215'
50018;'2017-02-18 13:27:03.954'
50041;'2017-02-18 15:26:41.657'
50064;'2017-02-18 16:27:07.596'
10272766;'2020-10-02 10:05:11.450'
50088;'2017-02-18 16:45:58.911'
50112;'2017-02-18 17:13:56.862'
50134;'2017-02-18 18:44:15.623'
50157;'2017-02-18 18:54:13.747'
50180;'2017-02-18 19:18:18.770'
50204;'2017-02-18 23:49:15.795'
50228;'2017-02-19 00:28:43.682'
50252;'2017-02-19 01:48:15.118'
50274;'2017-02-19 12:42:41.511'
10272768;'2020-10-02 10:08:29.481'
50298;'2017-02-19 13:07:15.850'
50320;'2017-02-19 13:11:16.830'
50344;'2017-02-19 13:53:44.273'
50368;'2017-02-19 14:40:24.747'
10272770;'2020-10-02 10:19:00.942'
50392;'2017-02-19 14:57:11.222'
50416;'2017-02-19 16:42:57.524'
50439;'2017-02-19 17:39:49.146'
50463;'2017-02-19 19:46:07.376'
50487;'2017-02-19 20:06:10.152'
50511;'2017-02-19 20:26:58.790'
50535;'2017-02-19 21:31:47.795'
50559;'2017-02-19 22:26:01.236'
50581;'2017-02-19 23:11:05.278'
50605;'2017-02-19 23:13:18.613'
50628;'2017-02-20 00:41:16.498'
50652;'2017-02-20 07:21:12.217'
10272776;'2020-10-02 10:29:34.001'
50674;'2017-02-20 10:04:54.040'
10272777;'2020-10-02 10:34:46.701'
50696;'2017-02-20 11:19:52.192'
50718;'2017-02-20 11:26:39.711'
50740;'2017-02-20 12:20:09.268'
10272778;'2020-10-02 10:40:12.838'
50761;'2017-02-20 12:35:30.264'
50783;'2017-02-20 12:42:33.622'
50807;'2017-02-20 12:54:36.472'
10272779;'2020-10-02 10:40:41.942'
50830;'2017-02-20 12:55:09.796'
50853;'2017-02-20 13:02:54.540'
50877;'2017-02-20 13:38:48.540'
50901;'2017-02-20 13:51:47.737'
50925;'2017-02-20 13:53:45.404'
50949;'2017-02-20 13:59:48.275'
50973;'2017-02-20 14:14:05.673'
50997;'2017-02-20 14:25:31.476'
51020;'2017-02-20 16:54:15.568'
51042;'2017-02-20 17:19:18.234'
51089;'2017-02-20 17:54:44.352'
10272787;'2020-10-02 11:00:18.675'
51113;'2017-02-20 17:55:10.025'
51137;'2017-02-20 18:45:26.726'
51161;'2017-02-20 18:49:45.372'
51184;'2017-02-20 19:23:48.217'
51207;'2017-02-20 19:39:10.672'
51228;'2017-02-20 20:40:19.176'
51252;'2017-02-20 20:44:12.668'
51274;'2017-02-20 21:00:38.020'
10272791;'2020-10-02 11:07:21.462'
51297;'2017-02-20 21:04:00.511'
51321;'2017-02-20 21:06:05.545'
51343;'2017-02-20 22:02:13.063'
10272793;'2020-10-02 11:09:21.407'
10272794;'2020-10-02 11:15:24.811'
51366;'2017-02-20 22:39:24.982'
51388;'2017-02-20 23:00:12.834'
51411;'2017-02-21 00:06:53.990'
10272796;'2020-10-02 11:20:24.974'
10272797;'2020-10-02 11:21:45.736'
51435;'2017-02-21 00:14:24.093'
51459;'2017-02-21 00:25:53.294'
51483;'2017-02-21 00:33:05.870'
51505;'2017-02-21 00:47:21.248'
10272799;'2020-10-02 11:28:31.569'
51529;'2017-02-21 00:50:26.368'
51553;'2017-02-21 01:49:06.671'
51577;'2017-02-21 02:31:32.410'
51600;'2017-02-21 03:03:51.379'
51622;'2017-02-21 10:13:52.657'
51645;'2017-02-21 11:28:26.066'
51667;'2017-02-21 11:43:16.056'
51691;'2017-02-21 12:16:47.862'
51715;'2017-02-21 13:06:35.769'
51738;'2017-02-21 13:27:26.847'
51762;'2017-02-21 13:34:20.584'
51786;'2017-02-21 13:53:08.134'
51810;'2017-02-21 14:48:32.344'
51834;'2017-02-21 15:26:45.819'
51856;'2017-02-21 15:29:05.457'
10272805;'2020-10-02 11:37:46.499'
51879;'2017-02-21 15:42:35.758'
51901;'2017-02-21 16:44:25.046'
51923;'2017-02-21 16:55:35.636'
10272807;'2020-10-02 11:39:18.487'
51945;'2017-02-21 17:22:14.625'
51968;'2017-02-21 17:45:55.386'
51992;'2017-02-21 17:46:02.180'
10272810;'2020-10-02 11:56:35.277'
52015;'2017-02-21 17:57:10.895'
52039;'2017-02-21 18:04:31.103'
52063;'2017-02-21 19:07:09.775'
52087;'2017-02-21 19:09:28.750'
52110;'2017-02-21 19:24:38.925'
52133;'2017-02-21 21:48:23.971'
52155;'2017-02-21 23:14:18.868'
52178;'2017-02-22 00:07:48.150'
52201;'2017-02-22 01:30:45.401'
52224;'2017-02-22 04:02:36.335'
52247;'2017-02-22 09:22:08.567'
52269;'2017-02-22 10:04:34.618'
10272813;'2020-10-02 12:12:45.455'
52293;'2017-02-22 10:26:29.707'
52317;'2017-02-22 12:42:27.754'
52340;'2017-02-22 12:50:38.739'
52364;'2017-02-22 12:51:38.475'
52386;'2017-02-22 13:32:46.405'
52410;'2017-02-22 13:34:42.629'
52434;'2017-02-22 14:28:57.578'
10272815;'2020-10-02 12:22:30.907'
52457;'2017-02-22 14:41:34.167'
52481;'2017-02-22 14:57:36.607'
52503;'2017-02-22 15:12:54.645'
52527;'2017-02-22 15:16:05.360'
52551;'2017-02-22 16:02:09.076'
52573;'2017-02-22 16:16:52.042'
10272819;'2020-10-02 12:42:46.982'
52619;'2017-02-22 18:58:45.255'
52642;'2017-02-22 19:22:15.201'
52665;'2017-02-22 19:58:00.208'
52688;'2017-02-22 21:21:49.855'
52711;'2017-02-22 21:28:50.455'
10272822;'2020-10-02 12:52:15.394'
52735;'2017-02-22 21:48:57.902'
10272823;'2020-10-02 12:55:04.188'
52759;'2017-02-22 21:50:35.569'
52783;'2017-02-22 21:51:31.548'
52807;'2017-02-22 22:46:40.464'
52831;'2017-02-22 22:48:51.598'
10272826;'2020-10-02 13:04:17.226'
10272828;'2020-10-02 13:09:42.093'
52878;'2017-02-23 00:24:41.953'
52902;'2017-02-23 00:53:59.404'
52925;'2017-02-23 01:05:06.117'
52949;'2017-02-23 01:59:01.941'
52973;'2017-02-23 08:50:33.133'
52996;'2017-02-23 10:32:19.662'
10272833;'2020-10-02 13:17:00.892'
53020;'2017-02-23 10:56:32.727'
53044;'2017-02-23 11:29:30.387'
53068;'2017-02-23 11:51:11.872'
10272835;'2020-10-02 13:17:09.064'
53092;'2017-02-23 11:59:09.444'
53115;'2017-02-23 12:30:02.621'
53137;'2017-02-23 12:53:18.057'
53160;'2017-02-23 13:06:21.144'
53182;'2017-02-23 13:08:57.509'
53206;'2017-02-23 13:42:06.622'
10272837;'2020-10-02 13:19:50.760'
53229;'2017-02-23 13:43:43.140'
53252;'2017-02-23 14:03:47.434'
53276;'2017-02-23 14:14:19.372'
10272838;'2020-10-02 13:22:41.422'
53345;'2017-02-23 14:54:55.954'
10272841;'2020-10-02 13:29:17.041'
10272842;'2020-10-02 13:36:20.551'
53369;'2017-02-23 15:00:27.361'
53393;'2017-02-23 15:41:56.306'
53416;'2017-02-23 17:17:45.030'
53438;'2017-02-23 17:22:53.926'
53460;'2017-02-23 17:42:43.411'
53482;'2017-02-23 18:34:41.449'
53505;'2017-02-23 20:51:10.607'
53553;'2017-02-23 20:55:41.291'
10272846;'2020-10-02 13:44:15.628'
53577;'2017-02-23 21:03:19.468'
10272848;'2020-10-02 13:47:16.617'
53601;'2017-02-23 21:32:49.575'
53625;'2017-02-23 22:28:33.003'
53648;'2017-02-23 22:44:17.372'
53671;'2017-02-23 23:01:52.324'
53695;'2017-02-23 23:19:28.670'
10272851;'2020-10-02 13:50:05.578'
10272852;'2020-10-02 13:50:48.555'
53718;'2017-02-23 23:25:23.034'
53742;'2017-02-24 01:30:28.361'
53764;'2017-02-24 01:56:50.306'
10272854;'2020-10-02 14:11:08.262'
53788;'2017-02-24 02:11:57.535'
10272855;'2020-10-02 14:12:10.189'
53812;'2017-02-24 06:15:43.700'
53857;'2017-02-24 11:54:30.944'
53881;'2017-02-24 13:48:03.865'
53905;'2017-02-24 14:25:38.342'
53928;'2017-02-24 14:44:33.589'
53949;'2017-02-24 15:11:10.665'
10272856;'2020-10-02 14:13:31.027'
53972;'2017-02-24 15:23:22.049'
53994;'2017-02-24 15:28:08.341'
10272857;'2020-10-02 14:17:02.471'
54018;'2017-02-24 15:28:31.967'
54042;'2017-02-24 15:38:31.087'
54066;'2017-02-24 17:22:34.996'
54089;'2017-02-24 17:51:07.891'
54112;'2017-02-24 17:54:24.286'
54133;'2017-02-24 18:21:25.168'
54157;'2017-02-24 19:33:48.189'
54181;'2017-02-24 19:49:41.468'
54205;'2017-02-24 20:01:24.829'
54247;'2017-02-24 20:06:13.329'
54265;'2017-02-24 20:21:02.045'
54309;'2017-02-24 20:37:47.265'
54331;'2017-02-24 21:07:46.506'
54352;'2017-02-24 21:38:19.757'
54376;'2017-02-25 01:06:46.301'
54399;'2017-02-25 01:45:03.151'
54422;'2017-02-25 11:30:14.187'
54445;'2017-02-25 11:57:51.900'
54468;'2017-02-25 12:01:42.247'
54491;'2017-02-25 12:40:28.457'
54514;'2017-02-25 12:42:01.638'
54537;'2017-02-25 12:56:24.498'
54559;'2017-02-25 13:35:46.178'
54583;'2017-02-25 13:50:02.987'
54605;'2017-02-25 14:14:32.696'
54628;'2017-02-25 14:24:39.698'
54652;'2017-02-25 14:26:29.208'
10272860;'2020-10-02 14:28:15.028'
54676;'2017-02-25 14:46:24.967'
54700;'2017-02-25 14:55:15.315'
54721;'2017-02-25 20:46:24.035'
54744;'2017-02-25 22:15:54.444'
54767;'2017-02-25 23:38:19.659'
54789;'2017-02-26 00:13:24.488'
54812;'2017-02-26 03:00:00.414'
54859;'2017-02-26 12:29:20.500'
54882;'2017-02-26 12:36:11.733'
54904;'2017-02-26 15:15:32.689'
54928;'2017-02-26 15:42:45.065'
54952;'2017-02-26 16:26:22.672'
54975;'2017-02-26 19:41:08.693'
10272862;'2020-10-02 14:30:20.937'
54999;'2017-02-26 20:19:52.315'
55023;'2017-02-26 20:47:56.143'
55047;'2017-02-26 21:46:38.915'
55070;'2017-02-26 21:51:36.245'
55093;'2017-02-26 22:08:06.167'
55116;'2017-02-26 22:29:36.658'
55138;'2017-02-26 22:32:49.956'
55161;'2017-02-26 22:45:17.259'
55183;'2017-02-26 23:12:53.805'
55206;'2017-02-26 23:13:14.970'
55228;'2017-02-27 00:31:31.252'
55252;'2017-02-27 02:02:33.815'
55275;'2017-02-27 02:37:28.884'
55299;'2017-02-27 11:40:08.938'
55323;'2017-02-27 11:53:08.031'
55346;'2017-02-27 12:28:49.001'
55368;'2017-02-27 12:34:43.002'
55390;'2017-02-27 12:49:46.285'
55414;'2017-02-27 14:26:32.915'
55458;'2017-02-27 14:42:50.365'
55479;'2017-02-27 15:48:56.324'
55503;'2017-02-27 15:58:04.672'
55527;'2017-02-27 16:35:32.185'
55551;'2017-02-27 16:47:03.596'
55575;'2017-02-27 17:23:13.819'
55598;'2017-02-27 18:32:12.717'
55620;'2017-02-27 18:35:23.715'
55644;'2017-02-27 19:45:06.765'
55666;'2017-02-27 20:05:41.922'
55688;'2017-02-27 20:11:47.523'
10272864;'2020-10-02 14:35:36.622'
55712;'2017-02-27 20:30:06.398'
55735;'2017-02-27 21:04:49.549'
55758;'2017-02-27 21:39:42.975'
55782;'2017-02-27 22:23:05.230'
55806;'2017-02-27 23:55:58.309'
55829;'2017-02-28 08:16:40.837'
55852;'2017-02-28 09:38:05.170'
55873;'2017-02-28 09:43:06.649'
55897;'2017-02-28 09:51:06.458'
55921;'2017-02-28 09:54:15.042'
55945;'2017-02-28 10:19:56.436'
55968;'2017-02-28 10:23:52.200'
55992;'2017-02-28 10:56:47.059'
56015;'2017-02-28 11:02:10.006'
56039;'2017-02-28 11:20:09.861'
56063;'2017-02-28 12:56:31.197'
56152;'2017-02-28 13:18:37.511'
56176;'2017-02-28 13:19:00.442'
56199;'2017-02-28 14:14:08.478'
56223;'2017-02-28 14:24:45.687'
56245;'2017-02-28 14:54:06.621'
56268;'2017-02-28 15:26:29.752'
56292;'2017-02-28 15:30:41.600'
56316;'2017-02-28 16:17:12.470'
56338;'2017-02-28 16:28:39.771'
56361;'2017-02-28 16:30:49.826'
56385;'2017-02-28 17:50:42.061'
56407;'2017-02-28 19:01:24.973'
56430;'2017-02-28 19:02:52.968'
56454;'2017-02-28 19:34:43.893'
56478;'2017-02-28 19:45:56.067'
56501;'2017-02-28 19:59:33.284'
56524;'2017-02-28 20:00:02.667'
56547;'2017-02-28 20:18:19.989'
56570;'2017-02-28 20:36:04.700'
56593;'2017-02-28 21:01:43.071'
56615;'2017-02-28 21:34:10.279'
56639;'2017-02-28 21:35:19.178'
56662;'2017-02-28 23:48:37.059'
56684;'2017-03-01 00:23:40.690'
56708;'2017-03-01 00:27:17.894'
56732;'2017-03-01 01:10:07.766'
56780;'2017-03-01 04:05:30.496'
56804;'2017-03-01 04:47:22.990'
10272867;'2020-10-02 14:43:05.749'
56827;'2017-03-01 09:09:18.050'
56850;'2017-03-01 10:52:29.998'
56898;'2017-03-01 11:23:27.044'
56920;'2017-03-01 11:26:27.927'
56944;'2017-03-01 11:34:41.356'
56968;'2017-03-01 11:36:18.950'
56991;'2017-03-01 12:35:29.201'
57060;'2017-03-01 12:45:18.897'
57084;'2017-03-01 13:24:14.659'
57108;'2017-03-01 13:46:20.585'
57131;'2017-03-01 13:47:14.590'
57154;'2017-03-01 13:50:54.196'
57197;'2017-03-01 14:17:26.090'
57219;'2017-03-01 14:32:13.199'
57243;'2017-03-01 15:02:23.080'
57267;'2017-03-01 15:29:39.599'
57291;'2017-03-01 16:00:50.769'
57315;'2017-03-01 16:45:06.016'
57339;'2017-03-01 16:51:18.182'
57363;'2017-03-01 19:42:27.546'
57386;'2017-03-01 19:49:58.331'
57410;'2017-03-01 21:07:41.518'
57434;'2017-03-01 21:09:52.867'
57458;'2017-03-01 21:10:35.064'
57482;'2017-03-01 22:04:17.129'
57505;'2017-03-01 22:35:11.421'
57528;'2017-03-01 23:00:22.206'
57552;'2017-03-01 23:51:29.829'
57576;'2017-03-02 00:15:25.929'
57598;'2017-03-02 00:36:08.351'
57621;'2017-03-02 00:48:33.812'
57645;'2017-03-02 01:02:01.217'
57666;'2017-03-02 01:23:57.688'
57690;'2017-03-02 02:07:43.907'
10272876;'2020-10-02 15:13:20.479'
57714;'2017-03-02 09:42:19.252'
57734;'2017-03-02 10:13:32.581'
10272878;'2020-10-02 15:16:20.572'
57757;'2017-03-02 10:26:13.072'
57778;'2017-03-02 11:05:11.481'
57799;'2017-03-02 12:09:34.606'
57821;'2017-03-02 12:11:21.381'
57843;'2017-03-02 12:54:01.528'
10272881;'2020-10-02 15:44:40.950'
57865;'2017-03-02 12:56:08.608'
57889;'2017-03-02 13:17:41.333'
10272882;'2020-10-02 15:52:14.882'
57936;'2017-03-02 15:18:07.420'
10272886;'2020-10-02 16:05:53.171'
57959;'2017-03-02 15:56:34.728'
58007;'2017-03-02 16:39:00.646'
58030;'2017-03-02 16:55:51.450'
58099;'2017-03-02 18:42:56.256'
58122;'2017-03-02 19:08:13.493'
58146;'2017-03-02 19:12:46.079'
58170;'2017-03-02 19:19:07.162'
58194;'2017-03-02 19:24:11.448'
58239;'2017-03-02 20:43:57.736'
58261;'2017-03-02 20:56:06.101'
58285;'2017-03-02 22:09:22.691'
58308;'2017-03-02 22:30:06.612'
58329;'2017-03-02 22:36:09.041'
58351;'2017-03-02 22:41:38.181'
58372;'2017-03-02 22:49:14.743'
58393;'2017-03-02 23:16:59.280'
58416;'2017-03-02 23:19:36.600'
58438;'2017-03-02 23:33:34.640'
58458;'2017-03-03 00:17:51.869'
58479;'2017-03-03 00:37:30.829'
58501;'2017-03-03 00:57:58.409'
10272890;'2020-10-02 16:15:50.855'
58521;'2017-03-03 00:58:53.765'
58542;'2017-03-03 03:39:18.673'
58565;'2017-03-03 09:00:37.966'
58588;'2017-03-03 10:12:21.959'
58610;'2017-03-03 10:15:04.950'
58631;'2017-03-03 10:33:41.544'
58654;'2017-03-03 11:06:50.523'
58676;'2017-03-03 11:23:52.374'
58699;'2017-03-03 11:54:32.096'
58722;'2017-03-03 12:20:58.134'
58745;'2017-03-03 12:47:33.811'
58767;'2017-03-03 13:59:35.750'
58790;'2017-03-03 14:16:19.564'
58835;'2017-03-03 15:38:43.171'
58857;'2017-03-03 19:34:03.223'
58877;'2017-03-03 20:08:51.994'
58898;'2017-03-03 20:16:21.738'
58919;'2017-03-03 22:37:42.599'
58939;'2017-03-03 22:49:35.972'
58961;'2017-03-04 00:04:16.798'
10272894;'2020-10-02 16:33:16.749'
58984;'2017-03-04 00:19:50.001'
59007;'2017-03-04 00:44:29.720'
59031;'2017-03-04 01:18:10.223'
59054;'2017-03-04 04:18:51.214'
59077;'2017-03-04 09:50:13.762'
59100;'2017-03-04 11:05:38.625'
59123;'2017-03-04 12:31:40.664'
59146;'2017-03-04 12:57:09.443'
10272896;'2020-10-02 16:38:02.467'
59168;'2017-03-04 13:13:23.201'
59190;'2017-03-04 13:35:04.755'
59212;'2017-03-04 14:06:29.989'
59235;'2017-03-04 14:24:12.351'
59256;'2017-03-04 15:00:38.381'
59279;'2017-03-04 15:04:21.312'
59303;'2017-03-04 17:59:43.676'
59325;'2017-03-04 18:35:59.731'
59348;'2017-03-04 19:00:11.268'
59369;'2017-03-04 20:21:46.243'
59392;'2017-03-04 21:33:40.487'
59415;'2017-03-05 01:32:16.881'
59439;'2017-03-05 08:47:15.275'
59463;'2017-03-05 11:44:11.567'
59487;'2017-03-05 13:49:02.763'
10272898;'2020-10-02 16:39:54.654'
59535;'2017-03-05 16:22:49.618'
59557;'2017-03-05 18:44:09.093'
59581;'2017-03-05 19:13:10.157'
59603;'2017-03-05 20:36:18.129'
59626;'2017-03-05 21:35:48.216'
59648;'2017-03-05 22:05:10.390'
59670;'2017-03-06 00:03:47.059'
59693;'2017-03-06 00:08:34.176'
59717;'2017-03-06 01:54:59.428'
10272899;'2020-10-02 16:46:40.087'
59741;'2017-03-06 08:22:50.203'
59765;'2017-03-06 08:59:47.675'
59789;'2017-03-06 10:10:53.022'
59812;'2017-03-06 10:47:46.547'
59834;'2017-03-06 11:12:38.557'
10272901;'2020-10-02 16:51:00.876'
59856;'2017-03-06 11:19:17.871'
59880;'2017-03-06 11:22:40.681'
59904;'2017-03-06 11:26:06.979'
59928;'2017-03-06 11:29:06.645'
59952;'2017-03-06 11:29:51.673'
59976;'2017-03-06 11:42:10.000'
59999;'2017-03-06 12:22:49.697'
60021;'2017-03-06 12:37:30.299'
60043;'2017-03-06 12:50:35.328'
60065;'2017-03-06 12:52:56.744'
60086;'2017-03-06 12:57:06.539'
60108;'2017-03-06 13:02:38.254'
60130;'2017-03-06 13:06:49.008'
60152;'2017-03-06 14:18:44.058'
60172;'2017-03-06 14:40:54.673'
60194;'2017-03-06 15:42:11.901'
60216;'2017-03-06 16:10:36.996'
60238;'2017-03-06 17:27:30.031'
60260;'2017-03-06 18:02:06.772'
60282;'2017-03-06 18:03:16.597'
60302;'2017-03-06 18:11:46.225'
60343;'2017-03-06 19:23:58.666'
60365;'2017-03-06 20:26:24.842'
10272902;'2020-10-02 16:56:12.214'
60387;'2017-03-06 20:26:30.607'
60409;'2017-03-06 20:39:25.025'
60431;'2017-03-06 21:18:28.623'
60453;'2017-03-06 22:30:00.403'
60475;'2017-03-06 22:34:59.114'
60497;'2017-03-06 22:49:15.072'
60519;'2017-03-06 23:53:41.625'
60541;'2017-03-06 23:55:55.875'
60563;'2017-03-07 00:36:29.008'
60585;'2017-03-07 00:38:03.666'
60606;'2017-03-07 01:45:25.856'
60626;'2017-03-07 08:00:02.881'
60648;'2017-03-07 09:19:25.606'
60670;'2017-03-07 09:22:00.701'
60692;'2017-03-07 09:25:21.131'
60712;'2017-03-07 09:33:08.663'
60733;'2017-03-07 11:30:06.386'
60754;'2017-03-07 11:36:38.657'
60776;'2017-03-07 11:43:10.017'
60798;'2017-03-07 12:02:32.509'
60820;'2017-03-07 12:17:38.727'
60842;'2017-03-07 13:38:27.404'
60863;'2017-03-07 13:51:54.964'
60885;'2017-03-07 13:58:50.161'
60906;'2017-03-07 14:05:29.975'
60926;'2017-03-07 14:09:42.682'
60947;'2017-03-07 14:12:41.873'
60969;'2017-03-07 14:40:54.068'
60991;'2017-03-07 14:48:22.395'
61013;'2017-03-07 15:59:32.775'
61035;'2017-03-07 17:04:45.640'
61057;'2017-03-07 17:43:36.183'
61079;'2017-03-07 18:19:25.852'
61101;'2017-03-07 20:05:23.304'
61123;'2017-03-07 20:10:49.609'
61144;'2017-03-07 20:30:37.879'
61165;'2017-03-07 20:55:15.246'
61187;'2017-03-07 21:35:13.256'
61209;'2017-03-07 22:04:31.941'
61231;'2017-03-07 22:24:06.986'
61252;'2017-03-07 22:46:53.549'
61274;'2017-03-07 23:32:31.936'
61295;'2017-03-07 23:43:46.950'
61315;'2017-03-07 23:58:29.719'
10272905;'2020-10-02 17:14:34.324'
61334;'2017-03-08 00:58:25.537'
61356;'2017-03-08 01:31:14.672'
61378;'2017-03-08 09:21:04.438'
61400;'2017-03-08 09:27:28.775'
61423;'2017-03-08 10:04:24.546'
61446;'2017-03-08 10:43:07.543'
61468;'2017-03-08 10:50:48.506'
61490;'2017-03-08 11:06:18.653'
10272907;'2020-10-02 17:23:21.986'
61512;'2017-03-08 11:10:55.603'
61534;'2017-03-08 12:15:43.309'
61557;'2017-03-08 12:38:29.714'
61579;'2017-03-08 14:00:48.273'
61602;'2017-03-08 14:14:29.410'
61625;'2017-03-08 14:27:10.299'
61648;'2017-03-08 14:31:09.076'
61670;'2017-03-08 14:45:42.921'
61692;'2017-03-08 15:41:30.964'
61714;'2017-03-08 15:49:10.709'
61737;'2017-03-08 16:33:40.615'
61757;'2017-03-08 17:03:22.619'
61779;'2017-03-08 17:10:29.796'
61801;'2017-03-08 19:30:53.894'
61824;'2017-03-08 20:11:52.724'
61847;'2017-03-08 21:02:56.961'
61870;'2017-03-08 21:07:18.610'
61892;'2017-03-08 21:24:57.403'
61915;'2017-03-08 21:47:00.198'
61935;'2017-03-08 22:07:00.201'
61957;'2017-03-08 22:13:54.846'
61980;'2017-03-08 22:38:50.709'
62002;'2017-03-08 23:01:45.593'
62025;'2017-03-08 23:18:38.063'
62048;'2017-03-08 23:27:44.225'
62071;'2017-03-08 23:37:38.570'
62093;'2017-03-08 23:43:34.711'
62116;'2017-03-08 23:55:59.540'
62138;'2017-03-09 01:20:05.762'
62160;'2017-03-09 01:51:29.596'
62206;'2017-03-09 09:15:53.151'
62229;'2017-03-09 09:22:27.128'
62251;'2017-03-09 11:34:30.061'
62272;'2017-03-09 11:46:46.352'
62295;'2017-03-09 12:12:11.072'
62318;'2017-03-09 12:21:06.707'
62340;'2017-03-09 12:23:09.218'
62362;'2017-03-09 12:38:47.259'
62384;'2017-03-09 13:05:14.244'
62407;'2017-03-09 13:50:16.027'
62430;'2017-03-09 13:50:19.826'
62472;'2017-03-09 13:53:20.730'
62494;'2017-03-09 14:03:13.672'
62516;'2017-03-09 14:07:39.168'
62539;'2017-03-09 14:18:44.620'
62562;'2017-03-09 17:22:54.169'
62585;'2017-03-09 17:23:47.127'
10272909;'2020-10-02 17:25:13.017'
62630;'2017-03-09 17:36:57.135'
62652;'2017-03-09 18:28:50.997'
62673;'2017-03-09 18:39:49.010'
62694;'2017-03-09 19:14:27.020'
62713;'2017-03-09 19:33:28.471'
62733;'2017-03-09 22:01:24.606'
10272911;'2020-10-02 17:29:54.856'
62753;'2017-03-09 22:43:48.129'
10272912;'2020-10-02 17:30:24.270'
62775;'2017-03-09 23:40:05.364'
62797;'2017-03-09 23:42:43.850'
10272913;'2020-10-02 17:31:57.597'
62839;'2017-03-10 00:29:44.071'
62859;'2017-03-10 00:54:57.231'
62876;'2017-03-10 01:12:05.362'
62934;'2017-03-10 08:46:48.860'
62915;'2017-03-10 07:10:31.286'
62955;'2017-03-10 09:33:54.036'
62976;'2017-03-10 09:57:52.803'
62997;'2017-03-10 10:21:24.370'
63018;'2017-03-10 10:22:09.416'
63039;'2017-03-10 10:30:16.178'
63060;'2017-03-10 10:51:26.665'
63080;'2017-03-10 11:08:06.274'
63101;'2017-03-10 12:11:46.396'
63123;'2017-03-10 12:52:22.763'
63144;'2017-03-10 12:54:20.215'
63166;'2017-03-10 13:05:15.928'
63185;'2017-03-10 13:21:24.216'
63206;'2017-03-10 13:29:09.141'
63227;'2017-03-10 13:32:46.979'
