user_key,SUM Service price,Count of bookings,Year,Count of business key
216697,0,6,2020,5
216748,15,1,2018,1
21696,15,1,2017,1
217122,0,1,2017,1
217196,0,5,2019,3
217280,12,2,2017,1
217602,0,1,2017,1
217685,0,7,2018,1
217697,0,12,2020,7
217720,0,11,2020,7
217744,15,1,2018,1
2178,14,1,2019,1
217838,20,1,2019,1
217988,0,3,2019,2
218123,43,2,2020,2
218218,0,2,2018,1
218311,0,17,2019,6
218344,30,1,2017,1
218392,0,5,2019,3
218584,15,1,2017,1
218662,33,7,2020,4
218753,44,2,2019,1
218842,71,7,2020,4
219124,20,3,2019,2
219189,26,2,2020,2
219202,0,8,2018,2
219215,94,4,2019,3
219383,0,1,2018,1
219396,18,4,2019,1
21949,0,2,2019,2
219549,80,2,2020,2
219600,33,4,2019,3
219703,16,1,2019,1
219755,37,2,2019,2
219768,25,2,2020,2
219871,20,2,2019,2
219962,28,5,2019,3
220179,0,3,2018,1
220229,20,1,2019,1
220319,0,6,2018,2
220484,10,1,2017,1
220715,33,2,2019,2
221076,35,1,2018,1
221089,13,1,2017,1
221164,15,1,2020,1
221228,0,2,2019,1
221369,15,1,2019,1
221446,35,1,2018,1
221641,18,3,2019,3
221667,10,2,2017,1
221753,15,1,2018,1
221933,38,2,2018,2
22198,13,1,2019,1
222159,0,1,2020,1
222336,15,1,2019,1
222348,0,1,2018,1
222372,0,1,2017,1
222405,15,1,2019,1
222464,36,2,2020,2
222515,58,5,2020,4
222709,15,1,2017,1
222773,0,2,2019,2
222838,15,1,2020,1
222967,30,2,2019,2
223381,30,3,2019,3
223394,0,10,2019,5
223614,13,2,2018,1
223794,13,1,2019,1
223872,13,1,2020,1
223885,18,1,2020,1
224001,29,2,2019,2
224155,0,1,2017,1
224516,21,1,2020,1
224709,0,2,2020,2
224786,24,1,2020,1
224825,38,2,2019,2
22483,0,1,2020,1
224912,15,1,2017,1
224925,15,1,2018,1
225050,16,1,2020,1
225076,70,2,2019,2
225166,12,1,2017,1
225475,19,3,2019,2
225514,15,3,2018,2
225579,27,3,2019,3
225915,0,4,2018,1
226045,35,1,2020,1
226161,28,2,2020,2
22626,15,1,2017,1
226408,30,1,2017,1
226614,0,4,2019,4
22673,14,2,2019,2
226795,31,2,2019,1
226872,26,5,2020,4
227117,20,1,2020,1
227181,30,2,2019,2
22724,0,6,2020,4
227272,14,2,2019,2
227311,15,1,2017,1
227412,20,2,2018,1
227438,13,2,2019,2
227502,22,2,2018,1
227589,35,2,2020,2
227991,39,2,2020,2
228147,0,3,2018,2
228652,89,4,2019,3
228690,19,1,2020,1
229060,0,2,2018,1
229073,33,2,2020,2
229177,10,1,2017,1
229228,12,1,2017,1
229397,29,3,2019,2
229461,12,3,2018,1
229643,24,2,2018,1
229734,12,1,2017,1
229890,15,1,2018,1
22994,16,1,2019,1
230200,0,6,2020,3
230317,31,2,2020,2
230848,15,1,2018,1
230884,13,1,2018,1
230987,15,1,2018,1
231366,0,1,2020,1
231457,0,2,2018,1
231509,15,1,2018,1
231715,43,4,2019,2
231765,13,1,2018,1
231803,22,1,2020,1
232034,41,3,2019,3
232060,30,2,2019,1
232086,0,1,2018,1
23225,15,2,2019,2
232497,0,1,2018,1
232613,0,1,2019,1
232703,15,1,2018,1
23273,0,3,2018,1
232742,58,4,2020,3
232781,20,1,2017,1
232858,18.95,1,2018,1
232962,10,5,2020,2
23299,0,5,2018,1
234088,45,3,2019,3
234140,15,1,2019,1
234166,0,1,2017,1
234205,60,4,2019,3
234283,18,2,2019,2
234554,15,1,2017,1
234619,12,1,2017,1
234671,0,1,2018,1
234683,41,3,2019,3
234903,0,2,2018,2
234916,15,1,2017,1
235007,15,1,2018,1
235162,15,2,2019,2
235278,18,1,2017,1
235418,22,3,2017,1
235677,15,1,2018,1
235880,24,1,2018,1
235983,26,5,2018,1
236046,15,1,2019,1
23614,39,3,2017,1
236148,0,1,2017,1
236161,13,2,2018,2
236299,15,1,2018,1
236312,65,4,2018,1
236338,38,2,2019,2
236480,34,2,2020,1
236632,15,1,2018,1
236710,15,1,2019,1
236762,20,2,2020,2
236775,19,1,2019,1
236801,15,1,2018,1
237049,14,1,2017,1
237202,15,1,2018,1
237292,18,1,2018,1
237317,15,1,2018,1
237330,15,1,2018,1
237420,15,2,2019,2
237537,36,4,2020,4
237550,18,1,2018,1
237730,0,2,2019,2
237794,0,1,2019,1
237972,15,1,2018,1
238063,15,2,2018,1
238076,13,1,2019,1
238179,15,2,2019,1
238205,12,1,2018,1
238270,0,2,2018,2
238421,52,2,2020,1
238447,0,3,2018,1
238460,30,1,2017,1
238523,35,1,2020,1
238588,40,2,2019,2
238692,0,1,2020,1
238731,15,1,2019,1
238885,105,3,2019,1
238949,14,1,2018,1
239014,15,1,2019,1
239271,20,5,2020,3
239563,15,2,2020,2
239818,12,1,2017,1
239870,5,2,2017,1
239896,0,1,2018,1
240686,39,6,2019,3
240698,15,1,2020,1
240736,0,2,2018,1
240866,13,1,2019,1
240879,30,2,2018,1
241007,13,2,2020,2
241122,15,1,2017,1
241135,15,1,2018,1
241226,13,1,2018,1
241343,0,4,2019,4
241381,30,1,2018,1
241648,10,1,2017,1
241738,15,1,2018,1
242016,18,2,2020,2
242093,29,2,2019,2
242209,13,1,2018,1
242393,19,1,2017,1
2425,15,1,2018,1
242593,30,2,2018,1
242666,30,2,2018,2
242828,10,1,2020,1
242922,18,1,2019,1
243018,0,1,2020,1
243127,40,2,2018,2
243200,35,1,2019,1
243224,14,1,2020,1
243260,31,3,2020,3
243596,49,5,2020,3
243658,16,1,2019,1
243722,21,1,2020,1
243746,30,1,2018,1
244014,15,1,2017,1
244131,0,1,2019,1
244157,22,2,2019,1
244397,13,1,2019,1
244422,0,1,2020,1
244435,0,1,2020,1
244473,31.5,3,2019,2
244486,16.5,1,2018,1
244525,15,1,2018,1
244574,15,2,2018,2
244638,18.95,1,2017,1
244753,26,3,2019,3
244791,15,1,2017,1
244907,12,2,2018,1
245074,0,1,2018,1
245204,14,1,2019,1
245372,13,3,2019,3
245476,45,4,2019,2
245539,15,1,2017,1
245694,15,1,2018,1
245720,12,1,2018,1
245733,0,1,2020,1
246065,0,2,2020,1
246206,34,2,2020,2
246348,30,2,2018,2
246464,15,1,2018,1
246616,15,1,2018,1
246629,15,1,2019,1
246717,15,2,2019,1
246793,26,1,2019,1
246897,14,1,2020,1
247254,16.5,1,2019,1
247304,15,1,2018,1
2474,0,2,2020,1
247485,18,2,2019,2
247537,0,1,2019,1
247640,18.95,2,2018,2
247678,13,2,2018,1
247807,80,6,2019,3
247845,15,2,2018,1
248112,15,1,2019,1
248177,40,3,2019,3
248190,18,1,2018,1
248229,14,1,2018,1
248293,28,2,2019,1
248447,15,1,2018,1
248537,15,2,2019,2
248638,14,1,2018,1
248690,22,1,2019,1
248805,13,1,2018,1
248869,30,1,2019,1
249009,37,3,2019,2
249035,22,4,2020,4
249177,0,1,2020,1
249189,45,4,2018,1
249241,15,5,2019,4
249292,43,3,2020,2
249331,30,1,2019,1
249434,13,1,2018,1
249615,12,4,2020,2
249641,30,2,2018,2
249692,15,2,2018,1
249757,15,1,2018,1
249783,15,1,2017,1
249912,95,4,2019,3
250171,13,1,2017,1
250259,15,2,2018,1
250337,15,2,2018,1
250350,15,2,2018,1
250633,0,1,2019,1
250682,65,3,2019,3
250798,15,1,2018,1
250899,45,3,2019,2
251072,0,1,2019,1
251252,0,1,2018,1
251291,15,1,2017,1
251354,31.5,6,2019,3
251560,15,1,2020,1
251573,34,3,2018,1
251625,30,2,2018,2
251895,20,3,2020,3
252024,60,8,2020,4
252398,33,4,2020,2
252645,0,2,2020,1
252773,15,1,2018,1
253020,15,1,2017,1
253173,0,1,2020,1
253355,15,2,2018,1
253368,55,3,2020,2
253521,24,1,2018,1
253559,15,1,2018,1
253663,20,2,2019,2
253818,35,2,2018,1
254137,22,1,2020,1
254253,18,1,2018,1
254322,30,2,2018,1
254372,18,1,2018,1
254548,40,1,2018,1
254651,0,1,2020,1
254715,23.95,1,2019,1
254792,8,3,2019,2
254959,15,1,2018,1
255076,40,2,2019,2
255283,0,1,2017,1
255540,15,1,2018,1
255876,13,1,2018,1
255889,15,1,2018,1
2559,0,1,2020,1
255914,75,3,2019,1
256018,13,1,2017,1
256237,0,2,2018,1
256480,13,1,2017,1
256673,15,1,2018,1
256686,57,5,2019,4
256905,28,2,2019,2
256929,0,1,2020,1
257007,42,3,2018,1
257135,15,1,2018,1
257328,15,2,2018,2
257468,25,1,2020,1
257520,50,3,2019,3
257545,30,2,2018,2
257557,18.95,1,2018,1
257631,22,1,2018,1
257792,0,2,2020,2
257908,13,1,2019,1
258204,33,2,2019,2
258230,15,2,2019,2
258295,15,1,2017,1
258360,15,1,2018,1
258527,27,2,2019,2
258564,35,2,2019,2
25870,0,1,2017,1
258707,13,1,2017,1
258720,22,1,2019,1
259106,26,2,2018,2
259337,18,1,2017,1
25951,17,8,2020,6
259837,22,1,2019,1
259889,20,1,2019,1
259966,0,1,2019,1
260082,13,1,2019,1
260248,15,1,2018,1
260404,15,1,2019,1
260417,15,1,2018,1
260675,35,3,2020,2
260740,17,1,2018,1
261060,15,1,2018,1
261404,24,2,2018,1
261556,31,7,2019,2
261814,20,1,2020,1
261915,26,2,2020,2
261993,15,2,2018,1
262108,14,1,2018,1
262315,50,6,2020,4
262328,13,1,2017,1
262640,23,1,2019,1
262688,15,1,2017,1
262807,13,1,2018,1
263109,15,1,2018,1
263185,26.95,1,2018,1
263431,15,1,2018,1
263535,65,2,2019,2
263703,15,1,2018,1
263716,15,1,2020,1
263807,24,1,2018,1
263820,15,2,2018,1
263885,15,2,2020,2
263936,38,2,2019,1
264027,0,1,2020,1
264578,18,1,2019,1
264604,20,1,2019,1
264743,15,1,2019,1
264958,15,2,2018,1
265085,30,2,2019,2
265292,14,1,2019,1
265498,15,1,2018,1
265523,0,1,2020,1
265859,30,4,2018,1
265997,54,6,2020,2
266010,12,1,2018,1
266023,17,2,2020,2
266112,15,2,2018,2
266177,29,2,2019,2
266202,33,2,2020,2
266418,18,1,2018,1
266534,15,1,2018,1
266884,12,1,2018,1
26690,15,1,2018,1
266974,24,1,2018,1
267065,28,2,2019,1
267104,20,1,2020,1
26740,15,1,2018,1
267412,29,2,2019,2
267619,30,2,2018,2
26766,15,1,2018,1
267671,75,2,2018,1
267684,12,1,2017,1
267890,14,1,2018,1
268173,0,1,2020,1
268250,17,2,2017,1
268276,42,2,2019,2
268393,15,2,2018,1
268418,15,2,2019,2
268560,18,1,2017,1
268893,22,2,2020,2
269010,13,1,2018,1
269267,30,2,2019,1
269660,2.5,1,2020,1
269911,13,1,2018,1
269983,19.95,1,2019,1
270031,16.5,1,2019,1
270114,31.5,4,2019,3
270126,16,1,2019,1
270220,15,1,2018,1
270280,27,7,2018,1
270580,0,1,2020,1
270604,0,2,2020,1
270628,0,2,2019,1
270721,30,2,2018,2
270996,100,3,2020,3
271042,17,1,2019,1
271197,22,1,2019,1
271233,0,1,2018,1
271329,20,2,2020,1
271425,18.95,2,2018,2
271437,7,1,2019,1
271496,10,1,2019,1
271723,23,1,2018,1
271913,15,1,2019,1
271925,15,1,2018,1
272068,12,1,2018,1
272103,22,1,2019,1
272115,13,1,2018,1
272127,27,2,2019,2
272151,21,1,2020,1
272470,50,2,2019,2
272733,18.95,1,2018,1
272828,70,9,2018,1
272984,40,8,2018,2
273148,80,10,2018,3
273373,46,4,2020,2
273433,20,1,2018,1
273481,24,1,2018,1
273505,20,2,2018,1
273529,30,4,2018,2
273601,10,1,2018,1
273648,0,1,2020,1
273672,25,2,2019,2
273696,187,7,2020,4
273816,48,14,2020,2
273852,60,6,2018,3
273994,100,13,2018,4
274017,37,2,2020,1
274113,28,9,2020,4
274315,60,8,2018,2
274339,36,4,2019,1
274470,25,1,2020,1
274686,15,1,2018,1
274770,20,2,2018,1
274866,0,1,2018,1
274913,26,1,2020,1
275325,15,2,2019,2
275653,16,1,2020,1
275891,24,1,2018,1
276082,20,1,2018,1
276435,39,4,2020,3
276471,20,2,2020,2
276483,19,1,2018,1
276722,21,1,2020,1
276899,33,2,2020,2
276983,0,1,2018,1
277199,31,3,2019,1
277789,30,1,2018,1
277813,24,1,2018,1
277825,16,1,2019,1
277895,35,2,2019,2
277907,29,2,2019,2
277952,0,2,2018,2
27801,0,4,2018,1
278435,20,3,2019,1
278471,0,1,2019,1
278591,10,1,2018,1
278615,30,1,2018,1
278795,32,6,2019,3
27896,0,2,2018,1
279269,10,1,2018,1
279340,20,1,2019,1
279472,0,1,2018,1
279484,35,3,2020,2
279555,15,1,2017,1
279602,0,1,2020,1
279802,17,2,2019,1
279862,18.95,1,2018,1
280137,57,5,2020,2
280149,15,2,2019,1
280161,38,2,2020,2
280823,0,1,2020,1
281262,10,1,2018,1
281596,0,2,2019,2
28162,0,3,2020,3
281620,15,3,2020,3
281691,30,2,2018,1
281799,37,3,2019,2
281857,15,1,2019,1
281976,14,1,2018,1
281987,15,1,2019,1
281998,0,1,2019,1
282130,15,2,2019,2
282274,15,5,2019,3
282298,26,1,2019,1
282346,8,4,2019,1
282394,10,1,2018,1
282418,15,1,2019,1
282502,15,1,2018,1
282598,37,2,2020,2
282693,0,5,2018,1
282764,32,2,2020,2
283013,35,2,2020,2
283217,12,2,2018,1
283515,30,2,2018,1
283943,19,1,2019,1
283967,20,1,2020,1
284026,18,1,2020,1
284330,26,2,2019,2
284604,33,2,2018,2
284659,15,1,2018,1
284835,15,2,2020,2
284900,15,1,2019,1
284922,84,4,2020,4
285054,13,1,2018,1
285108,15,3,2020,3
285162,0,2,2019,2
285260,46,3,2020,2
285433,0,2,2018,2
285466,24,2,2018,2
285597,28,3,2019,3
285608,15,1,2018,1
285663,10,1,2018,1
285795,0,1,2018,1
285905,225,3,2018,2
286466,61,7,2019,2
286576,35,5,2019,2
286640,0,1,2018,1
286738,10,3,2019,2
286771,0,1,2018,1
286933,15,1,2018,1
287226,50,4,2020,4
287391,60,2,2020,2
287578,20,1,2018,1
287688,10,1,2018,1
287721,0,1,2018,1
287820,0,1,2019,1
287842,19,1,2019,1
287974,30,1,2018,1
288061,15,1,2018,1
288072,28,3,2018,2
288094,14,1,2018,1
288127,15,1,2019,1
288149,27,4,2020,3
288269,15,3,2018,2
288366,53,4,2019,2
288453,10,1,2018,1
288636,15,1,2019,1
288658,40,3,2020,2
288668,29,2,2020,2
288710,25,1,2019,1
288797,70,2,2019,2
289113,100,5,2019,3
289134,29,3,2019,3
289380,0,2,2018,1
289457,39,2,2019,2
289533,30,1,2020,1
289575,0,1,2020,1
289586,13,1,2018,1
289784,15,1,2018,1
289904,50,4,2020,3
289981,15,2,2018,1
289992,30,1,2020,1
290146,47,3,2020,3
290168,0,1,2019,1
290255,26,1,2019,1
290537,55,3,2020,1
290691,0,1,2018,1
290954,0,2,2019,2
291075,0,2,2019,1
291130,0,5,2020,4
291436,15,1,2019,1
291524,0,4,2020,3
291557,26,2,2020,2
291666,19,1,2019,1
291765,47,4,2020,3
291863,15,1,2019,1
291918,29,3,2020,3
292149,102,5,2020,3
292182,43,4,2020,2
292292,16,1,2019,1
292336,0,1,2019,1
292424,0,3,2018,1
292468,18,1,2018,1
292479,46,4,2019,2
29250,13,1,2017,1
292730,15,1,2018,1
29274,0,1,2018,1
292773,0,1,2019,1
292949,15,1,2020,1
294307,54,5,2019,3
294362,13,1,2018,1
294384,38,3,2020,3
294590,20,1,2018,1
294721,38.9,3,2019,2
294853,15,1,2019,1
294864,34,5,2018,2
294875,12,1,2018,1
294919,15,4,2019,3
295275,15,1,2020,1
295363,0,1,2020,1
295660,0,1,2018,1
295704,22,1,2018,1
295966,15,1,2018,1
296053,15,1,2019,1
296163,112,4,2020,2
296218,12,1,2018,1
296306,85,4,2019,2
296372,18,1,2018,1
296424,50,3,2020,3
296435,16,2,2019,1
296640,40,5,2020,3
296794,13,1,2018,1
296847,43,6,2019,1
296902,23,3,2018,1
296913,36,3,2019,3
296956,15,1,2018,1
296989,65,2,2019,2
297000,32,3,2020,2
297022,15,1,2018,1
297033,31,4,2019,2
297132,0,2,2019,1
297316,20,1,2018,1
297338,15,1,2019,1
297804,37,2,2019,2
297870,15,1,2018,1
297969,10,1,2018,1
298024,21,2,2018,1
298177,30,2,2019,2
2982,12,3,2019,3
29827,15,1,2018,1
298526,15,1,2019,1
298580,27,2,2019,2
298623,18,1,2018,1
298645,16,1,2019,1
298854,15,2,2020,2
298963,20,1,2020,1
298985,15,1,2019,1
299007,20,1,2018,1
299018,15,1,2018,1
299051,15,1,2018,1
299270,15,1,2018,1
299313,30,2,2020,2
299346,16,2,2019,1
299401,13,1,2019,1
299456,0,1,2019,1
299632,32,3,2020,2
299764,10,1,2018,1
299786,18,1,2020,1
299808,20,5,2018,2
299830,15,1,2018,1
299918,15,1,2018,1
300057,24,2,2018,1
300155,15,1,2020,1
30018,0,4,2019,4
300384,43,8,2020,4
300603,31.5,5,2019,4
301032,20,1,2019,1
301043,35,1,2019,1
301086,44,2,2020,1
301163,15,1,2018,1
301196,15,1,2018,1
301218,12,1,2019,1
301251,10,1,2018,1
301262,28,3,2019,3
301612,74,5,2020,4
301732,15,1,2018,1
301754,17,2,2019,1
301831,25,1,2019,1
30191,15,1,2020,1
301930,15,2,2018,2
301952,15,1,2018,1
302028,30,2,2020,2
302202,15,1,2018,1
302213,63,7,2020,3
302246,38,3,2020,3
302257,15,1,2019,1
302268,15,2,2019,1
302290,22,1,2018,1
302322,98,4,2019,2
302376,38.9,3,2019,3
30239,16,1,2020,1
302530,30,1,2019,1
302574,20,1,2019,1
302595,35,3,2020,3
302692,30,1,2018,1
302723,13,2,2019,2
302756,24,1,2018,1
302788,13,1,2018,1
302854,25,1,2020,1
302931,36,6,2020,3
303008,22,1,2019,1
303586,10,1,2018,1
30408,86,4,2020,3
304230,11,1,2018,1
304263,12,2,2019,1
304406,62,4,2020,3
304582,15,1,2018,1
304687,0,1,2019,1
304860,12,1,2018,1
304911,15,1,2018,1
305070,15,1,2018,1
305201,22,1,2019,1
305222,35,2,2020,2
305255,27,3,2019,2
305426,15,1,2019,1
305489,32,3,2019,3
305511,77,5,2020,2
30553,0,2,2020,1
305554,17,1,2019,1
305685,15,3,2020,3
305718,34,2,2019,1
305729,70,2,2020,1
305794,35,2,2020,2
305926,15,1,2019,1
305959,21,1,2020,1
306014,28,2,2019,2
306057,28,2,2020,2
306387,40,2,2018,1
306485,17,1,2019,1
306572,30,2,2020,2
306616,0,1,2018,1
306745,15,3,2019,2
306789,50,3,2020,2
306931,15,1,2018,1
306953,20,2,2020,2
307129,15,1,2018,1
307379,44,5,2020,4
307588,56,7,2019,2
307632,32,3,2020,3
307643,28,2,2018,2
307883,0,1,2018,1
308057,0,1,2018,1
308145,40,5,2018,2
308188,0,1,2020,1
308526,20,1,2018,1
308691,0,2,2019,2
308779,40,1,2020,1
308845,19,1,2019,1
308911,45,1,2018,1
309039,56,2,2020,2
309050,15,1,2019,1
30921,36,2,2019,2
309236,15,1,2018,1
309367,15,2,2020,2
309442,15,1,2018,1
309562,15,1,2018,1
309617,34,2,2019,2
309826,33,4,2020,4
30998,15,1,2017,1
310079,40,1,2018,1
310123,42,2,2019,2
310167,18,1,2020,1
310221,0,1,2020,1
310419,15,1,2020,1
310430,25,2,2020,1
310496,19.95,3,2020,3
310562,18,1,2019,1
310628,0,2,2020,2
3110,41,5,2019,2
311021,12,1,2018,1
311193,13,1,2018,1
311204,13,1,2018,1
311323,35,2,2019,2
311444,14,1,2018,1
311477,17,1,2018,1
311664,26,2,2019,1
311730,45,7,2019,3
311741,50,5,2020,3
311785,16,1,2019,1
311829,15,1,2018,1
311917,0,1,2020,1
311972,27,4,2019,3
312071,15,2,2018,1
312225,15,1,2018,1
312247,10,1,2018,1
312269,13,1,2018,1
312302,15,1,2018,1
312598,26,2,2018,1
312718,33,2,2020,2
312816,33,3,2019,2
312837,48,4,2020,3
312958,22,1,2019,1
313120,0,4,2020,2
313131,29,4,2019,2
313164,24,4,2019,4
313241,20,1,2019,1
313406,0,1,2018,1
313601,0,1,2020,1
313667,17,1,2018,1
313817,26,1,2020,1
314025,18,1,2020,1
31411,0,2,2018,2
314488,22,6,2020,4
314531,15,1,2019,1
314651,120,4,2018,2
31482,0,2,2018,1
314827,13,1,2018,1
315058,13,1,2018,1
315243,15,1,2018,1
315342,52,3,2019,2
315528,12,1,2018,1
315572,20,1,2018,1
315605,0,2,2018,1
315768,85,2,2020,2
315998,24,2,2019,1
316163,29,2,2019,2
316174,15,1,2019,1
316240,0,1,2020,1
316295,36,2,2019,1
316339,26,2,2020,2
31658,15,1,2017,1
316580,13,2,2018,1
316822,19,1,2019,1
316866,19.95,1,2019,1
317182,62,4,2020,3
317478,15,3,2019,2
317717,12,1,2018,1
317824,0,2,2019,2
317835,0,1,2018,1
318044,24,4,2019,3
318130,13,2,2019,2
318196,30,2,2019,2
318338,12,1,2018,1
318535,5,3,2020,1
318634,0,5,2018,2
318689,12,1,2018,1
318710,13,1,2019,1
318731,16,1,2019,1
318808,15,1,2018,1
318916,10,1,2018,1
319003,0,1,2020,1
319014,50,3,2019,3
319025,40,2,2018,1
319475,15,2,2019,2
319771,0,1,2018,1
319837,12,1,2019,1
319858,25,2,2018,2
32003,83,5,2020,4
320085,5,2,2018,1
320184,0,1,2020,1
320226,20,2,2019,1
320259,0,6,2020,4
320313,15,1,2018,1
320357,15,1,2018,1
320456,15,1,2020,1
320588,36,2,2020,1
320718,35,2,2019,2
320960,13,1,2018,1
321400,15,1,2018,1
321464,0,1,2018,1
321650,20,1,2019,1
321670,15,1,2018,1
321829,34,3,2019,3
321938,30,1,2019,1
321960,0,2,2018,1
322077,80,2,2019,2
322088,40,1,2018,1
322337,30,5,2018,3
322458,13,1,2018,1
322781,20,2,2020,2
322869,50,1,2018,1
323122,25,2,2019,2
323188,40,2,2019,1
323199,15,1,2018,1
323594,13,1,2018,1
323638,15,1,2018,1
323901,18,1,2020,1
324099,15,1,2019,1
324110,15,1,2018,1
324132,15,1,2018,1
324494,15,1,2018,1
324504,0,1,2020,1
324633,29,2,2019,2
324973,60,12,2018,3
325006,47,3,2018,1
325180,0,1,2020,1
325422,12,1,2018,1
325488,57,3,2019,2
325554,15,1,2018,1
325565,20,1,2020,1
325576,15,1,2018,1
325707,15,2,2019,2
325762,40,2,2019,2
325795,34,2,2020,2
325861,18,1,2020,1
325883,24,1,2018,1
326211,15,1,2020,1
326385,18,1,2018,1
326418,0,1,2020,1
326712,0,1,2020,1
326772,0,1,2020,1
326822,0,1,2020,1
326842,32,2,2019,2
326852,13,1,2020,1
327092,15,3,2019,3
327161,84,5,2020,3
327221,17,1,2019,1
327331,7,1,2018,1
327350,19,1,2018,1
327389,30,1,2018,1
327715,0,1,2018,1
327785,12,2,2018,2
327825,63,5,2019,3
327845,15,1,2018,1
328172,13,1,2018,1
328212,18,2,2020,2
328312,18,1,2018,1
328542,0,1,2020,1
328869,0,5,2019,3
328889,20,1,2019,1
329116,35,2,2019,1
329146,15,4,2020,4
329186,0,1,2020,1
329266,23,2,2018,1
329306,20,1,2019,1
329326,37,2,2019,2
329455,15,1,2018,1
329485,27,2,2019,2
32968,17,1,2019,1
329695,14,1,2018,1
329765,60,1,2018,1
329805,13,1,2019,1
329883,35,1,2019,1
330152,29,2,2020,2
330212,35,2,2020,2
33044,41,3,2019,1
330502,89,4,2019,3
330522,24,5,2020,4
330541,15,1,2019,1
330701,15,2,2019,2
330731,15,1,2018,1
330941,0,2,2020,1
331001,33,3,2019,2
331071,13,1,2019,1
331101,0,1,2019,1
331311,50,1,2018,1
33143,18,1,2017,1
331481,15,2,2018,2
331491,67.5,3,2019,2
331501,30,2,2019,1
33190,0,1,2020,1
332021,14,1,2018,1
332081,15,1,2019,1
332101,25,2,2019,2
332419,35,2,2019,1
332569,29,3,2020,3
332707,40,2,2019,2
332727,15,1,2018,1
332907,40,1,2018,1
333155,20,1,2018,1
333274,12,1,2018,1
333294,34,2,2020,2
333444,35,1,2018,1
333544,10,1,2018,1
333634,15,1,2018,1
333744,13,2,2018,2
333942,44,2,2020,2
33402,13,1,2017,1
334062,0,1,2018,1
334308,15,1,2018,1
334367,15,2,2019,2
334806,40,5,2018,2
335035,0,1,2018,1
335085,0,1,2018,1
335195,29,2,2020,2
335235,46,4,2020,2
335415,35,1,2018,1
335445,20,1,2019,1
335495,15,1,2018,1
335685,40,1,2020,1
335814,15,1,2020,1
335854,0,1,2018,1
335884,18,1,2020,1
335914,30,1,2018,1
335954,0,1,2019,1
336253,45,1,2020,1
336702,0,1,2019,1
336891,15,1,2018,1
336951,51,3,2019,2
337041,12,1,2018,1
337061,17,1,2018,1
337121,0,2,2018,1
337670,35,1,2018,1
337750,0,1,2018,1
337820,15,1,2018,1
337920,0,1,2020,1
338059,22,3,2019,2
338099,35,3,2019,3
338288,15,1,2018,1
33854,95,4,2019,2
338726,40,1,2018,1
338736,62,5,2020,2
338746,15,1,2019,1
338846,0,1,2020,1
338876,0,1,2020,1
338886,20,1,2018,1
338966,15,1,2018,1
339136,13,1,2020,1
339156,32,2,2019,2
339206,134,11,2020,6
339395,0,1,2018,1
339751,0,2,2019,2
339781,0,1,2019,1
339791,15,1,2019,1
340248,15,1,2018,1
340257,16,1,2019,1
340347,0,1,2020,1
340517,0,1,2019,1
340557,0,1,2018,1
340597,18.95,1,2018,1
340667,10,1,2018,1
341422,40,1,2018,1
341522,13,1,2018,1
341612,15,1,2018,1
341841,26,1,2019,1
341871,18.95,1,2018,1
341901,13,1,2018,1
341981,31,3,2019,2
342020,0,1,2018,1
342080,18,1,2018,1
342190,13,1,2018,1
342466,15,4,2019,3
342486,26,3,2019,3
343021,14,1,2018,1
343504,15,1,2018,1
343544,15,1,2018,1
343554,15,1,2018,1
343574,18,1,2018,1
343794,15,1,2019,1
344282,30,2,2018,2
344312,14,1,2018,1
344322,0,1,2020,1
344472,35,3,2020,2
344562,15,1,2018,1
344649,25,1,2018,1
344749,14,1,2019,1
344869,33,2,2019,2
345027,0,2,2020,2
345086,35,1,2018,1
345165,13,1,2019,1
345482,22,2,2018,1
345651,0,1,2018,1
345781,15,2,2020,1
345951,13,1,2018,1
346080,15,1,2018,1
346230,45,1,2019,1
346560,15,1,2019,1
346570,12,1,2019,1
346929,50,3,2020,2
347448,30,1,2018,1
347736,102,3,2020,2
347785,38,2,2020,1
348274,41,2,2018,1
348474,12,1,2018,1
34874,44,2,2020,2
348744,0,1,2018,1
348834,17,1,2019,1
349133,71,4,2020,3
349351,0,1,2018,1
349581,40,1,2019,1
349641,0,1,2020,1
349791,20,1,2019,1
349861,0,3,2018,1
349871,15,1,2018,1
349891,16,1,2020,1
349941,72,19,2020,3
350100,15,2,2020,1
350170,22,1,2019,1
350240,0,1,2018,1
350260,0,1,2019,1
350320,22,3,2020,2
350399,15,1,2019,1
350449,15,1,2018,1
350639,56,11,2019,3
350717,40,2,2018,1
350737,20,1,2019,1
350877,15,1,2019,1
350967,15,1,2018,1
351097,24,4,2018,3
351107,12,1,2018,1
351287,40,9,2019,4
351347,11,1,2018,1
351437,19,1,2019,1
351497,15,1,2018,1
351547,13,1,2019,1
351736,15,4,2018,2
351766,20,1,2020,1
351776,15,1,2018,1
351855,48,11,2020,3
352031,15,1,2018,1
352121,24,4,2018,2
352311,0,4,2018,1
352321,8,1,2018,1
35257,0,2,2020,2
352660,28,1,2018,1
353455,75,2,2018,1
353625,15,1,2018,1
353674,15,1,2019,1
353774,0,1,2019,1
35380,0,4,2020,3
353994,30,1,2019,1
35403,0,1,2017,1
354144,15,1,2018,1
354184,15,1,2019,1
354204,0,3,2020,3
354403,0,1,2020,1
354423,15,1,2019,1
354543,33,2,2019,2
354613,41,11,2020,4
